t	x	y	r	vx	vy	v
198.25	1904671.00	6610289.00	6879221.78	9450.35	-1680.56	9598.62
198.50	1907033.50	6609868.50	6879472.24	9449.77	-1682.58	9598.40
198.75	1909395.75	6609447.50	6879722.99	9449.18	-1684.61	9598.18
199.00	1911757.88	6609026.00	6879974.04	9448.60	-1686.63	9597.96
199.25	1914119.88	6608604.00	6880225.41	9448.01	-1688.65	9597.74
199.50	1916481.75	6608181.50	6880477.09	9447.43	-1690.67	9597.51
199.75	1918843.50	6607758.50	6880729.09	9446.84	-1692.70	9597.29
200.00	1921205.12	6607335.00	6880981.39	9446.26	-1694.72	9597.07
200.25	1923566.50	6606911.00	6881233.98	9445.67	-1696.74	9596.85
200.50	1925927.75	6606486.50	6881486.87	9445.08	-1698.76	9596.63
200.75	1928288.88	6606061.50	6881740.08	9444.49	-1700.78	9596.41
201.00	1930649.88	6605636.00	6881993.60	9443.90	-1702.80	9596.19
201.25	1933010.75	6605210.00	6882247.43	9443.31	-1704.82	9595.96
201.50	1935371.38	6604783.50	6882501.54	9442.72	-1706.84	9595.74
201.75	1937731.88	6604356.50	6882755.96	9442.13	-1708.86	9595.52
202.00	1940092.25	6603929.00	6883010.69	9441.54	-1710.87	9595.30
202.25	1942452.50	6603501.00	6883265.73	9440.94	-1712.89	9595.07
202.50	1944812.62	6603072.50	6883521.09	9440.35	-1714.91	9594.85
202.75	1947172.62	6602643.50	6883776.76	9439.76	-1716.93	9594.63
203.00	1949532.38	6602214.00	6884032.70	9439.16	-1718.94	9594.40
203.25	1951892.00	6601784.00	6884288.95	9438.57	-1720.96	9594.18
203.50	1954251.50	6601353.50	6884545.52	9437.97	-1722.98	9593.95
203.75	1956610.88	6600922.50	6884802.39	9437.37	-1724.99	9593.73
204.00	1958970.12	6600490.50	6885059.10	9436.78	-1727.01	9593.50
204.25	1961329.12	6600058.00	6885316.08	9436.18	-1729.02	9593.28
204.50	1963688.00	6599625.00	6885573.37	9435.58	-1731.04	9593.05
204.75	1966046.75	6599191.50	6885830.98	9434.98	-1733.05	9592.83
205.00	1968405.38	6598757.50	6886088.89	9434.38	-1735.07	9592.60
205.25	1970763.88	6598323.00	6886347.12	9433.78	-1737.08	9592.38
205.50	1973122.12	6597888.00	6886605.62	9433.18	-1739.09	9592.15
205.75	1975480.25	6597452.50	6886864.43	9432.58	-1741.11	9591.92
206.00	1977838.25	6597016.50	6887123.55	9431.97	-1743.12	9591.69
206.25	1980196.12	6596580.00	6887382.99	9431.37	-1745.13	9591.47
206.50	1982553.88	6596143.00	6887642.73	9430.77	-1747.14	9591.24
206.75	1984911.38	6595705.50	6887902.74	9430.16	-1749.16	9591.01
207.00	1987268.75	6595267.50	6888163.07	9429.56	-1751.17	9590.78
207.25	1989626.00	6594829.00	6888423.71	9428.95	-1753.18	9590.56
207.50	1991983.12	6594390.00	6888684.65	9428.35	-1755.19	9590.33
207.75	1994340.00	6593950.50	6888945.87	9427.74	-1757.20	9590.10
208.00	1996696.75	6593510.50	6889207.40	9427.13	-1759.21	9589.87
208.25	1999053.38	6593070.00	6889469.24	9426.52	-1761.22	9589.64
208.50	2001409.88	6592629.00	6889731.39	9425.91	-1763.23	9589.41
208.75	2003766.25	6592187.50	6889993.85	9425.30	-1765.24	9589.18
209.00	2006122.38	6591745.50	6890256.58	9424.69	-1767.24	9588.95
209.25	2008478.38	6591303.00	6890519.62	9424.08	-1769.25	9588.72
209.50	2010834.25	6590860.00	6890782.97	9423.47	-1771.26	9588.49
209.75	2013190.00	6590416.50	6891046.63	9422.86	-1773.27	9588.26
210.00	2015545.50	6589972.50	6891310.56	9422.25	-1775.27	9588.03
210.25	2017900.88	6589528.00	6891574.80	9421.63	-1777.28	9587.80
210.50	2020256.12	6589083.00	6891839.35	9421.02	-1779.29	9587.57
210.75	2022611.25	6588637.50	6892104.21	9420.40	-1781.29	9587.33
211.00	2024966.25	6588191.50	6892369.37	9419.79	-1783.30	9587.10
211.25	2027321.00	6587745.00	6892634.81	9419.17	-1785.30	9586.87
211.50	2029675.62	6587298.00	6892900.56	9418.55	-1787.31	9586.64
211.75	2032030.12	6586850.50	6893166.61	9417.94	-1789.31	9586.41
212.00	2034384.50	6586402.50	6893432.98	9417.32	-1791.31	9586.17
212.25	2036738.62	6585954.00	6893699.61	9416.70	-1793.32	9585.94
212.50	2039092.62	6585505.00	6893966.55	9416.08	-1795.32	9585.71
212.75	2041446.50	6585055.50	6894233.80	9415.46	-1797.32	9585.47
213.00	2043800.25	6584605.50	6894501.36	9414.84	-1799.33	9585.24
213.25	2046153.75	6584155.00	6894769.19	9414.22	-1801.33	9585.00
213.50	2048507.12	6583704.00	6895037.33	9413.60	-1803.33	9584.77
213.75	2050860.38	6583252.50	6895305.78	9412.97	-1805.33	9584.53
214.00	2053213.50	6582800.50	6895574.53	9412.35	-1807.33	9584.30
214.25	2055566.38	6582348.00	6895843.55	9411.73	-1809.33	9584.06
214.50	2057919.12	6581895.00	6896112.88	9411.10	-1811.33	9583.83
214.75	2060271.75	6581441.50	6896382.52	9410.48	-1813.33	9583.59
215.00	2062624.25	6580987.50	6896652.47	9409.85	-1815.33	9583.36
215.25	2064976.50	6580533.00	6896922.68	9409.22	-1817.33	9583.12
215.50	2067328.62	6580078.00	6897193.21	9408.60	-1819.33	9582.88
215.75	2069680.62	6579622.50	6897464.04	9407.97	-1821.33	9582.65
216.00	2072032.50	6579166.50	6897735.17	9407.34	-1823.33	9582.41
216.25	2074384.12	6578710.00	6898006.58	9406.71	-1825.33	9582.17
216.50	2076735.62	6578253.00	6898278.29	9406.08	-1827.32	9581.93
216.75	2079087.00	6577795.50	6898550.31	9405.45	-1829.32	9581.70
217.00	2081438.25	6577337.50	6898822.64	9404.82	-1831.32	9581.46
217.25	2083789.25	6576879.00	6899095.23	9404.19	-1833.31	9581.22
217.50	2086140.12	6576420.00	6899368.13	9403.55	-1835.31	9580.98
217.75	2088490.88	6575960.50	6899641.34	9402.92	-1837.30	9580.74
218.00	2090841.50	6575500.50	6899914.85	9402.29	-1839.30	9580.50
218.25	2093191.88	6575040.00	6900188.64	9401.65	-1841.29	9580.26
218.50	2095542.12	6574579.00	6900462.73	9401.02	-1843.29	9580.02
218.75	2097892.25	6574117.50	6900737.12	9400.38	-1845.28	9579.78
219.00	2100242.25	6573655.50	6901011.82	9399.75	-1847.27	9579.54
219.25	2102592.00	6573193.00	6901286.79	9399.11	-1849.27	9579.30
219.50	2104941.50	6572730.00	6901562.02	9398.47	-1851.26	9579.06
219.75	2107291.00	6572266.50	6901837.60	9397.83	-1853.25	9578.82
220.00	2109640.25	6571802.50	6902113.45	9397.20	-1855.24	9578.58
220.25	2111989.50	6571338.00	6902389.64	9396.56	-1857.24	9578.34
220.50	2114338.50	6570873.00	6902666.10	9395.92	-1859.23	9578.10
220.75	2116687.25	6570407.50	6902942.82	9395.28	-1861.22	9577.86
221.00	2119036.00	6569941.50	6903219.89	9394.63	-1863.21	9577.62
221.25	2121384.50	6569475.00	6903497.23	9393.99	-1865.20	9577.37
221.50	2123732.75	6569008.00	6903774.83	9393.35	-1867.19	9577.13
221.75	2126081.00	6568540.50	6904052.77	9392.71	-1869.18	9576.89
222.00	2128429.00	6568072.50	6904330.99	9392.06	-1871.17	9576.64
222.25	2130776.75	6567604.00	6904609.46	9391.42	-1873.16	9576.40
222.50	2133124.50	6567135.00	6904888.29	9390.77	-1875.14	9576.16
222.75	2135472.00	6566665.50	6905167.37	9390.13	-1877.13	9575.91
223.00	2137819.25	6566195.50	6905446.73	9389.48	-1879.12	9575.67
223.25	2140166.50	6565725.00	6905726.42	9388.83	-1881.11	9575.43
223.50	2142513.50	6565254.00	6906006.38	9388.19	-1883.09	9575.18
223.75	2144860.50	6564782.50	6906286.69	9387.54	-1885.08	9574.94
224.00	2147207.25	6564310.50	6906567.26	9386.89	-1887.06	9574.69
224.25	2149553.75	6563838.00	6906848.10	9386.24	-1889.05	9574.45
224.50	2151900.25	6563365.00	6907129.27	9385.59	-1891.04	9574.20
224.75	2154246.50	6562891.50	6907410.72	9384.94	-1893.02	9573.96
225.00	2156592.50	6562417.50	6907692.43	9384.29	-1895.00	9573.71
225.25	2158938.50	6561943.50	6907974.95	9383.64	-1896.99	9573.46
225.50	2161284.25	6561469.00	6908257.74	9382.98	-1898.97	9573.22
225.75	2163629.75	6560994.00	6908540.80	9382.33	-1900.95	9572.97
226.00	2165975.25	6560518.50	6908824.20	9381.68	-1902.94	9572.72
226.25	2168320.50	6560042.50	6909107.86	9381.02	-1904.92	9572.48
226.50	2170665.50	6559566.00	6909391.78	9380.37	-1906.90	9572.23
226.75	2173010.50	6559089.00	6909676.05	9379.71	-1908.88	9571.98
227.00	2175355.25	6558611.50	6909960.58	9379.06	-1910.86	9571.73
227.25	2177699.75	6558133.50	6910245.38	9378.40	-1912.85	9571.49
227.50	2180044.25	6557655.00	6910530.52	9377.74	-1914.83	9571.24
227.75	2182388.50	6557176.00	6910815.92	9377.08	-1916.81	9570.99
228.00	2184732.50	6556696.50	6911101.58	9376.42	-1918.79	9570.74
228.25	2187076.50	6556216.50	6911387.59	9375.76	-1920.77	9570.49
228.50	2189420.25	6555736.00	6911673.86	9375.10	-1922.74	9570.24
228.75	2191763.75	6555255.00	6911960.39	9374.44	-1924.72	9569.99
229.00	2194107.25	6554773.50	6912247.27	9373.78	-1926.70	9569.74
229.25	2196450.50	6554291.50	6912534.40	9373.12	-1928.68	9569.49
229.50	2198793.50	6553809.00	6912821.80	9372.46	-1930.66	9569.24
229.75	2201136.50	6553326.00	6913109.54	9371.79	-1932.63	9568.99
230.00	2203479.25	6552842.50	6913397.55	9371.13	-1934.61	9568.74
230.25	2205821.75	6552358.50	6913685.81	9370.47	-1936.59	9568.49
230.50	2208164.25	6551874.00	6913974.42	9369.80	-1938.56	9568.24
230.75	2210506.50	6551389.00	6914263.29	9369.13	-1940.54	9567.99
231.00	2212848.50	6550903.50	6914552.42	9368.47	-1942.51	9567.74
231.25	2215190.50	6550417.50	6914841.89	9367.80	-1944.49	9567.48
231.50	2217532.25	6549931.00	6915131.62	9367.13	-1946.46	9567.23
231.75	2219873.75	6549444.00	6915421.62	9366.47	-1948.43	9566.98
232.00	2222215.25	6548956.50	6915711.96	9365.80	-1950.41	9566.73
232.25	2224556.50	6548468.50	6916002.55	9365.13	-1952.38	9566.47
232.50	2226897.50	6547980.00	6916293.41	9364.46	-1954.35	9566.22
232.75	2229238.50	6547491.00	6916584.61	9363.79	-1956.33	9565.97
233.00	2231579.25	6547001.50	6916876.07	9363.12	-1958.30	9565.71
233.25	2233919.75	6546511.50	6917167.79	9362.44	-1960.27	9565.46
233.50	2236260.25	6546021.00	6917459.85	9361.77	-1962.24	9565.20
233.75	2238600.50	6545530.00	6917752.18	9361.10	-1964.21	9564.95
234.00	2240940.50	6545038.50	6918044.76	9360.42	-1966.18	9564.70
234.25	2243280.50	6544546.50	6918337.68	9359.75	-1968.15	9564.44
234.50	2245620.25	6544054.00	6918630.87	9359.07	-1970.12	9564.19
234.75	2247959.75	6543561.00	6918924.31	9358.40	-1972.09	9563.93
235.00	2250299.25	6543067.50	6919218.09	9357.72	-1974.06	9563.67
235.25	2252638.50	6542573.50	6919512.14	9357.04	-1976.03	9563.42
235.50	2254977.50	6542079.00	6919806.44	9356.37	-1977.99	9563.16
235.75	2257316.50	6541584.00	6920101.08	9355.69	-1979.96	9562.91
236.00	2259655.25	6541088.50	6920395.99	9355.01	-1981.93	9562.65
236.25	2261993.75	6540592.50	6920691.15	9354.33	-1983.89	9562.39
236.50	2264332.25	6540096.00	6920986.65	9353.65	-1985.86	9562.14
236.75	2266670.50	6539599.00	6921282.41	9352.97	-1987.83	9561.88
237.00	2269008.50	6539101.50	6921578.43	9352.29	-1989.79	9561.62
237.25	2271346.50	6538603.50	6921874.79	9351.61	-1991.76	9561.36
237.50	2273684.25	6538105.00	6922171.41	9350.92	-1993.72	9561.10
237.75	2276021.75	6537606.00	6922468.29	9350.24	-1995.69	9560.85
238.00	2278359.25	6537106.50	6922765.51	9349.56	-1997.65	9560.59
238.25	2280696.50	6536606.50	6923062.98	9348.87	-1999.61	9560.33
238.50	2283033.50	6536106.00	6923360.72	9348.19	-2001.58	9560.07
238.75	2285370.50	6535605.00	6923658.79	9347.50	-2003.54	9559.81
239.00	2287707.25	6535103.50	6923957.12	9346.82	-2005.50	9559.55
239.25	2290043.75	6534601.50	6924255.71	9346.13	-2007.46	9559.29
239.50	2292380.00	6534099.00	6924554.56	9345.44	-2009.42	9559.03
239.75	2294716.25	6533596.00	6924853.74	9344.76	-2011.38	9558.77
240.00	2297052.25	6533092.50	6925153.19	9344.07	-2013.35	9558.51
240.25	2299388.00	6532588.50	6925452.89	9343.38	-2015.31	9558.25
240.50	2301723.75	6532084.00	6925752.93	9342.69	-2017.27	9557.99
240.75	2304059.25	6531579.00	6926053.22	9342.00	-2019.22	9557.73
241.00	2306394.50	6531073.50	6926353.78	9341.31	-2021.18	9557.47
241.25	2308729.75	6530567.50	6926654.67	9340.62	-2023.14	9557.21
241.50	2311064.75	6530061.00	6926955.82	9339.92	-2025.10	9556.94
241.75	2313399.50	6529554.00	6927257.23	9339.23	-2027.06	9556.68
242.00	2315734.25	6529046.50	6927558.97	9338.54	-2029.02	9556.42
242.25	2318068.75	6528539.00	6927861.45	9337.84	-2030.97	9556.16
242.50	2320403.00	6528031.00	6928164.17	9337.15	-2032.93	9555.90
242.75	2322737.00	6527522.50	6928467.16	9336.45	-2034.88	9555.63
243.00	2325071.00	6527013.50	6928770.48	9335.76	-2036.84	9555.37
243.25	2327404.75	6526504.00	6929074.06	9335.06	-2038.80	9555.11
243.50	2329738.25	6525994.00	6929377.89	9334.36	-2040.75	9554.84
243.75	2332071.75	6525483.50	6929682.07	9333.67	-2042.71	9554.58
244.00	2334405.00	6524972.50	6929986.50	9332.97	-2044.66	9554.31
244.25	2336738.00	6524461.00	6930291.18	9332.27	-2046.61	9554.05
244.50	2339071.00	6523949.00	6930596.20	9331.57	-2048.57	9553.79
244.75	2341403.75	6523436.50	6930901.48	9330.87	-2050.52	9553.52
245.00	2343736.25	6522923.50	6931207.01	9330.17	-2052.47	9553.25
245.25	2346068.50	6522410.00	6931512.79	9329.47	-2054.42	9552.99
245.50	2348400.75	6521896.00	6931818.92	9328.76	-2056.38	9552.72
245.75	2350732.75	6521381.50	6932125.30	9328.06	-2058.33	9552.46
246.00	2353064.50	6520866.50	6932431.93	9327.36	-2060.28	9552.19
246.25	2355396.25	6520351.00	6932738.90	9326.66	-2062.23	9551.93
246.50	2357727.75	6519835.00	6933046.12	9325.95	-2064.18	9551.66
246.75	2360059.00	6519318.50	6933353.60	9325.25	-2066.13	9551.39
247.00	2362390.25	6518801.50	6933661.42	9324.54	-2068.08	9551.12
247.25	2364721.25	6518284.00	6933969.49	9323.83	-2070.02	9550.86
247.50	2367052.00	6517766.00	6934277.81	9323.13	-2071.97	9550.59
247.75	2369382.50	6517247.50	6934586.39	9322.42	-2073.92	9550.32
248.00	2371713.00	6516728.50	6934895.31	9321.71	-2075.87	9550.05
248.25	2374043.25	6516209.00	6935204.47	9321.00	-2077.82	9549.79
248.50	2376373.25	6515689.00	6935513.89	9320.29	-2079.76	9549.52
248.75	2378703.25	6515168.50	6935823.65	9319.58	-2081.71	9549.25
249.00	2381033.00	6514647.50	6936133.66	9318.87	-2083.65	9548.98
249.25	2383362.50	6514126.00	6936443.93	9318.16	-2085.60	9548.71
249.50	2385691.75	6513604.00	6936754.44	9317.45	-2087.54	9548.44
249.75	2388021.00	6513081.50	6937065.30	9316.74	-2089.49	9548.17
250.00	2390350.00	6512558.50	6937376.40	9316.03	-2091.43	9547.90
250.25	2392678.75	6512035.00	6937687.76	9315.31	-2093.38	9547.63
250.50	2395007.50	6511511.00	6937999.45	9314.60	-2095.32	9547.36
250.75	2397336.00	6510986.50	6938311.40	9313.88	-2097.26	9547.09
251.00	2399664.25	6510461.50	6938623.60	9313.17	-2099.21	9546.82
251.25	2401992.25	6509936.00	6938936.05	9312.45	-2101.15	9546.55
251.50	2404320.25	6509410.00	6939248.84	9311.74	-2103.09	9546.28
251.75	2406648.00	6508883.50	6939561.87	9311.02	-2105.03	9546.01
252.00	2408975.50	6508357.00	6939875.63	9310.30	-2106.97	9545.73
252.25	2411303.00	6507830.00	6940189.73	9309.58	-2108.91	9545.46
252.50	2413630.25	6507302.50	6940504.07	9308.87	-2110.85	9545.19
252.75	2415957.25	6506774.50	6940818.67	9308.15	-2112.79	9544.92
253.00	2418284.00	6506246.00	6941133.52	9307.43	-2114.73	9544.65
253.25	2420610.75	6505717.00	6941448.70	9306.71	-2116.67	9544.37
253.50	2422937.25	6505187.50	6941764.14	9305.98	-2118.61	9544.10
253.75	2425263.50	6504657.50	6942079.82	9305.26	-2120.54	9543.83
254.00	2427589.75	6504127.00	6942395.84	9304.54	-2122.48	9543.55
254.25	2429915.75	6503596.00	6942712.11	9303.82	-2124.42	9543.28
254.50	2432241.50	6503064.50	6943028.63	9303.09	-2126.36	9543.00
254.75	2434567.00	6502532.50	6943345.40	9302.37	-2128.29	9542.73
255.00	2436892.50	6502000.00	6943662.51	9301.64	-2130.23	9542.46
255.25	2439217.75	6501467.00	6943979.87	9300.92	-2132.16	9542.18
255.50	2441542.75	6500933.50	6944297.47	9300.19	-2134.10	9541.91
255.75	2443867.50	6500399.50	6944615.33	9299.47	-2136.03	9541.63
256.00	2446192.25	6499865.00	6944933.52	9298.74	-2137.97	9541.35
256.25	2448516.75	6499330.00	6945251.96	9298.01	-2139.90	9541.08
256.50	2450841.00	6498794.50	6945570.64	9297.28	-2141.83	9540.80
256.75	2453165.25	6498258.50	6945889.67	9296.55	-2143.77	9540.53
257.00	2455489.25	6497722.00	6946208.94	9295.83	-2145.70	9540.25
257.25	2457813.00	6497185.00	6946528.46	9295.09	-2147.63	9539.97
257.50	2460136.50	6496647.50	6946848.23	9294.36	-2149.56	9539.70
257.75	2462460.00	6496109.50	6947168.34	9293.63	-2151.49	9539.42
258.00	2464783.25	6495571.00	6947488.69	9292.90	-2153.42	9539.14
258.25	2467106.25	6495032.00	6947809.29	9292.17	-2155.35	9538.87
258.50	2469429.00	6494492.50	6948130.14	9291.44	-2157.28	9538.59
258.75	2471751.75	6493952.50	6948451.32	9290.70	-2159.21	9538.31
259.00	2474074.25	6493412.00	6948772.75	9289.97	-2161.14	9538.03
259.25	2476396.50	6492871.00	6949094.43	9289.23	-2163.07	9537.75
259.50	2478718.50	6492330.00	6949416.83	9288.50	-2165.00	9537.47
259.75	2481040.50	6491788.50	6949739.56	9287.76	-2166.93	9537.19
260.00	2483362.25	6491246.50	6950062.53	9287.03	-2168.85	9536.92
260.25	2485683.75	6490704.00	6950385.75	9286.29	-2170.78	9536.64
260.50	2488005.25	6490161.00	6950709.31	9285.55	-2172.71	9536.36
260.75	2490326.50	6489617.50	6951033.12	9284.81	-2174.63	9536.08
261.00	2492647.50	6489073.50	6951357.17	9284.07	-2176.56	9535.80
261.25	2494968.25	6488529.00	6951681.46	9283.33	-2178.48	9535.52
261.50	2497289.00	6487984.00	6952006.09	9282.59	-2180.41	9535.24
261.75	2499609.50	6487438.50	6952330.97	9281.85	-2182.33	9534.96
262.00	2501929.75	6486892.50	6952656.10	9281.11	-2184.25	9534.67
262.25	2504249.75	6486346.00	6952981.46	9280.37	-2186.18	9534.39
262.50	2506569.75	6485799.00	6953307.17	9279.63	-2188.10	9534.11
262.75	2508889.50	6485251.50	6953633.12	9278.88	-2190.02	9533.83
263.00	2511209.00	6484703.50	6953959.31	9278.14	-2191.95	9533.55
263.25	2513528.25	6484155.00	6954285.75	9277.40	-2193.87	9533.27
263.50	2515847.50	6483606.00	6954612.53	9276.65	-2195.79	9532.98
263.75	2518166.50	6483056.50	6954939.55	9275.91	-2197.71	9532.70
264.00	2520485.25	6482506.50	6955266.81	9275.16	-2199.63	9532.42
264.25	2522803.75	6481956.00	6955594.32	9274.42	-2201.55	9532.13
264.50	2525122.25	6481405.00	6955922.16	9273.67	-2203.47	9531.85
264.75	2527440.50	6480853.50	6956250.25	9272.92	-2205.39	9531.57
265.00	2529758.50	6480301.50	6956578.58	9272.17	-2207.31	9531.28
265.25	2532076.25	6479749.00	6956907.16	9271.42	-2209.22	9531.00
265.50	2534394.00	6479196.00	6957236.07	9270.67	-2211.14	9530.72
265.75	2536711.50	6478642.50	6957565.23	9269.92	-2213.06	9530.43
266.00	2539028.75	6478089.00	6957895.09	9269.17	-2214.98	9530.15
266.25	2541345.75	6477535.00	6958225.20	9268.42	-2216.89	9529.86
266.50	2543662.75	6476980.50	6958555.64	9267.67	-2218.81	9529.58
266.75	2545979.50	6476425.50	6958886.32	9266.92	-2220.72	9529.29
267.00	2548296.00	6475870.00	6959217.25	9266.17	-2222.64	9529.00
267.25	2550612.25	6475314.00	6959548.42	9265.41	-2224.55	9528.72
267.50	2552928.50	6474757.50	6959879.93	9264.66	-2226.47	9528.43
267.75	2555244.50	6474200.50	6960211.68	9263.90	-2228.38	9528.15
268.00	2557560.25	6473643.00	6960543.67	9263.15	-2230.29	9527.86
268.25	2559875.75	6473085.00	6960875.90	9262.39	-2232.21	9527.57
268.50	2562191.25	6472526.50	6961208.47	9261.64	-2234.12	9527.29
268.75	2564506.50	6471967.50	6961541.27	9260.88	-2236.03	9527.00
269.00	2566821.50	6471408.00	6961874.32	9260.12	-2237.94	9526.71
269.25	2569136.25	6470848.00	6962207.62	9259.36	-2239.85	9526.42
269.50	2571451.00	6470287.50	6962541.24	9258.61	-2241.76	9526.14
269.75	2573765.50	6469726.50	6962875.11	9257.85	-2243.67	9525.85
270.00	2576079.75	6469165.00	6963209.22	9257.09	-2245.58	9525.56
270.25	2578393.75	6468603.00	6963543.57	9256.33	-2247.49	9525.27
270.50	2580707.75	6468040.50	6963878.26	9255.57	-2249.40	9524.98
270.75	2583021.50	6467477.50	6964213.18	9254.80	-2251.31	9524.69
271.00	2585335.00	6466914.00	6964548.35	9254.04	-2253.22	9524.40
271.25	2587648.25	6466350.00	6964883.76	9253.28	-2255.13	9524.12
271.50	2589961.50	6465785.50	6965219.50	9252.52	-2257.03	9523.83
271.75	2592274.50	6465221.00	6965555.95	9251.75	-2258.94	9523.54
272.00	2594587.25	6464656.00	6965892.63	9250.99	-2260.85	9523.25
272.25	2596899.75	6464090.50	6966229.56	9250.22	-2262.75	9522.96
272.50	2599212.00	6463524.50	6966566.73	9249.46	-2264.66	9522.66
272.75	2601524.25	6462958.00	6966904.23	9248.69	-2266.56	9522.37
273.00	2603836.25	6462391.00	6967241.97	9247.93	-2268.47	9522.08
273.25	2606148.00	6461823.50	6967579.95	9247.16	-2270.37	9521.79
273.50	2608459.50	6461255.50	6967918.17	9246.39	-2272.27	9521.50
273.75	2610771.00	6460687.00	6968256.72	9245.62	-2274.18	9521.21
274.00	2613082.25	6460118.00	6968595.51	9244.85	-2276.08	9520.92
274.25	2615393.25	6459548.50	6968934.54	9244.08	-2277.98	9520.62
274.50	2617704.00	6458978.50	6969273.81	9243.31	-2279.88	9520.33
274.75	2620014.75	6458408.00	6969613.42	9242.54	-2281.79	9520.04
275.00	2622325.25	6457837.00	6969953.26	9241.77	-2283.69	9519.75
275.25	2624635.50	6457265.50	6970293.34	9241.00	-2285.59	9519.45
275.50	2626945.50	6456693.50	6970633.66	9240.23	-2287.49	9519.16
275.75	2629255.25	6456121.00	6970974.22	9239.46	-2289.39	9518.87
276.00	2631565.00	6455548.00	6971315.11	9238.68	-2291.29	9518.57
276.25	2633874.50	6454974.50	6971656.24	9237.91	-2293.19	9518.28
276.50	2636183.75	6454400.50	6971997.60	9237.13	-2295.08	9517.98
276.75	2638492.75	6453826.50	6972339.67	9236.36	-2296.98	9517.69
277.00	2640801.75	6453252.00	6972682.07	9235.58	-2298.88	9517.40
277.25	2643110.50	6452677.00	6973024.71	9234.81	-2300.78	9517.10
277.50	2645419.00	6452101.50	6973367.58	9234.03	-2302.67	9516.81
277.75	2647727.25	6451525.50	6973710.70	9233.25	-2304.57	9516.51
278.00	2650035.25	6450949.00	6974054.05	9232.47	-2306.46	9516.21
278.25	2652343.25	6450372.00	6974397.73	9231.70	-2308.36	9515.92
278.50	2654651.00	6449794.50	6974741.65	9230.92	-2310.25	9515.62
278.75	2656958.50	6449216.50	6975085.80	9230.14	-2312.15	9515.33
279.00	2659265.75	6448638.00	6975430.19	9229.36	-2314.04	9515.03
279.25	2661573.00	6448059.00	6975774.92	9228.58	-2315.93	9514.73
279.50	2663880.00	6447479.50	6976119.88	9227.79	-2317.83	9514.44
279.75	2666186.75	6446899.50	6976465.08	9227.01	-2319.72	9514.14
280.00	2668493.25	6446319.00	6976810.51	9226.23	-2321.61	9513.84
280.25	2670799.50	6445738.00	6977156.18	9225.45	-2323.50	9513.55
280.50	2673105.75	6445156.50	6977502.18	9224.66	-2325.39	9513.25
280.75	2675411.75	6444574.50	6977848.42	9223.88	-2327.28	9512.95
281.00	2677717.50	6443992.00	6978194.89	9223.09	-2329.17	9512.65
281.25	2680023.00	6443409.00	6978541.60	9222.31	-2331.06	9512.35
281.50	2682328.50	6442826.00	6978889.10	9221.52	-2332.95	9512.05
281.75	2684633.75	6442242.50	6979236.84	9220.74	-2334.84	9511.76
282.00	2686938.75	6441658.50	6979584.81	9219.95	-2336.73	9511.46
282.25	2689243.50	6441074.00	6979933.01	9219.16	-2338.62	9511.16
282.50	2691548.00	6440489.00	6980281.46	9218.38	-2340.51	9510.86
282.75	2693852.50	6439903.50	6980630.23	9217.59	-2342.39	9510.56
283.00	2696156.75	6439317.50	6980979.24	9216.80	-2344.28	9510.26
283.25	2698460.75	6438731.00	6981328.48	9216.01	-2346.17	9509.96
283.50	2700764.50	6438144.00	6981677.95	9215.22	-2348.05	9509.66
283.75	2703068.00	6437556.50	6982027.66	9214.43	-2349.94	9509.36
284.00	2705371.50	6436968.50	6982377.71	9213.63	-2351.82	9509.06
284.25	2707674.75	6436380.00	6982727.98	9212.84	-2353.71	9508.75
284.50	2709977.75	6435791.00	6983078.49	9212.05	-2355.59	9508.45
284.75	2712280.50	6435201.50	6983429.23	9211.26	-2357.47	9508.15
285.00	2714583.00	6434611.50	6983780.21	9210.46	-2359.36	9507.85
285.25	2716885.50	6434021.00	6984131.52	9209.67	-2361.24	9507.55
285.50	2719187.75	6433430.00	6984483.06	9208.88	-2363.12	9507.25
285.75	2721489.75	6432838.50	6984834.83	9208.08	-2365.00	9506.94
286.00	2723791.50	6432247.00	6985187.30	9207.28	-2366.88	9506.64
286.25	2726093.00	6431655.00	6985540.00	9206.49	-2368.76	9506.34
286.50	2728394.50	6431062.50	6985893.03	9205.69	-2370.64	9506.04
286.75	2730695.75	6430469.50	6986246.29	9204.89	-2372.52	9505.73
287.00	2732996.75	6429876.00	6986599.79	9204.10	-2374.40	9505.43
287.25	2735297.50	6429282.00	6986953.52	9203.30	-2376.28	9505.12
287.50	2737598.00	6428687.50	6987307.48	9202.50	-2378.16	9504.82
287.75	2739898.50	6428092.50	6987661.77	9201.70	-2380.04	9504.52
288.00	2742198.75	6427497.00	6988016.29	9200.90	-2381.91	9504.21
288.25	2744498.75	6426901.00	6988371.04	9200.10	-2383.79	9503.91
288.50	2746798.50	6426304.50	6988726.03	9199.30	-2385.67	9503.60
288.75	2749098.00	6425707.50	6989081.25	9198.49	-2387.54	9503.30
289.00	2751397.50	6425110.00	6989436.80	9197.69	-2389.42	9502.99
289.25	2753696.75	6424512.00	6989792.57	9196.89	-2391.29	9502.69
289.50	2755995.75	6423913.50	6990148.58	9196.08	-2393.17	9502.38
289.75	2758294.50	6423314.50	6990504.83	9195.28	-2395.04	9502.07
290.00	2760593.00	6422715.50	6990861.76	9194.48	-2396.92	9501.77
