t	x	y	r	vx	vy	v
13.50	130773.92	6778195.00	6779456.41	9686.23	-117.08	9686.94
13.75	133195.47	6778165.00	6779473.56	9686.19	-119.25	9686.92
14.00	135617.00	6778134.50	6779491.08	9686.14	-121.42	9686.90
14.25	138038.53	6778103.50	6779508.96	9686.10	-123.58	9686.89
14.50	140460.05	6778072.00	6779527.20	9686.06	-125.75	9686.87
14.75	142881.55	6778040.00	6779545.81	9686.01	-127.92	9686.86
15.00	145303.03	6778007.50	6779564.78	9685.96	-130.09	9686.84
15.25	147724.52	6777974.50	6779584.12	9685.92	-132.25	9686.82
15.50	150145.98	6777941.00	6779603.82	9685.87	-134.42	9686.80
15.75	152567.44	6777907.00	6779623.89	9685.82	-136.59	9686.79
16.00	154988.88	6777872.50	6779644.33	9685.77	-138.76	9686.77
16.25	157410.31	6777837.50	6779665.12	9685.72	-140.92	9686.75
16.50	159831.73	6777801.50	6779685.79	9685.67	-143.09	9686.73
16.75	162253.14	6777765.00	6779706.81	9685.62	-145.26	9686.71
17.00	164674.53	6777728.00	6779728.21	9685.57	-147.42	9686.69
17.25	167095.91	6777690.50	6779749.96	9685.52	-149.59	9686.67
17.50	169517.27	6777652.50	6779772.08	9685.46	-151.76	9686.65
17.75	171938.62	6777614.00	6779794.57	9685.41	-153.93	9686.63
18.00	174359.97	6777575.00	6779817.42	9685.36	-156.09	9686.61
18.25	176781.30	6777535.50	6779840.64	9685.30	-158.26	9686.59
18.50	179202.61	6777495.50	6779864.22	9685.24	-160.43	9686.57
18.75	181623.91	6777455.00	6779888.16	9685.19	-162.60	9686.55
19.00	184045.19	6777414.00	6779912.47	9685.13	-164.76	9686.53
19.25	186466.45	6777372.50	6779937.15	9685.07	-166.93	9686.51
19.50	188887.70	6777330.00	6779961.69	9685.01	-169.10	9686.49
19.75	191308.94	6777287.00	6779986.59	9684.95	-171.26	9686.46
20.00	193730.16	6777243.50	6780011.86	9684.89	-173.43	9686.44
20.25	196151.36	6777199.50	6780037.49	9684.83	-175.60	9686.42
20.50	198572.55	6777155.00	6780063.49	9684.76	-177.76	9686.39
20.75	200993.72	6777110.00	6780089.85	9684.70	-179.93	9686.37
21.00	203414.88	6777064.50	6780116.58	9684.64	-182.10	9686.35
21.25	205836.02	6777018.50	6780143.67	9684.57	-184.26	9686.32
21.50	208257.14	6776972.00	6780171.13	9684.50	-186.43	9686.30
21.75	210678.25	6776925.00	6780198.95	9684.44	-188.60	9686.27
22.00	213099.34	6776877.50	6780227.13	9684.37	-190.76	9686.25
22.25	215520.42	6776829.50	6780255.68	9684.30	-192.93	9686.22
22.50	217941.48	6776780.50	6780284.10	9684.23	-195.10	9686.20
22.75	220362.53	6776731.00	6780312.88	9684.16	-197.26	9686.17
23.00	222783.56	6776681.00	6780342.02	9684.09	-199.43	9686.15
23.25	225204.56	6776630.50	6780371.53	9684.02	-201.60	9686.12
23.50	227625.55	6776579.50	6780401.40	9683.95	-203.76	9686.09
23.75	230046.52	6776528.00	6780431.63	9683.88	-205.93	9686.07
24.00	232467.47	6776476.00	6780462.23	9683.80	-208.09	9686.04
24.25	234888.41	6776423.50	6780493.20	9683.73	-210.26	9686.01
24.50	237309.31	6776370.50	6780524.53	9683.65	-212.43	9685.98
24.75	239730.20	6776317.00	6780556.22	9683.58	-214.59	9685.96
25.00	242151.08	6776263.00	6780588.28	9683.50	-216.76	9685.93
25.25	244571.94	6776208.50	6780620.70	9683.42	-218.92	9685.90
25.50	246992.78	6776153.00	6780652.99	9683.35	-221.09	9685.87
25.75	249413.59	6776097.00	6780685.64	9683.27	-223.26	9685.84
26.00	251834.39	6776040.50	6780718.65	9683.19	-225.42	9685.81
26.25	254255.17	6775983.50	6780752.03	9683.11	-227.59	9685.78
26.50	256675.92	6775926.00	6780785.77	9683.03	-229.75	9685.75
26.75	259096.66	6775868.00	6780819.88	9682.94	-231.92	9685.72
27.00	261517.38	6775809.50	6780854.35	9682.86	-234.09	9685.69
27.25	263938.06	6775750.50	6780889.18	9682.78	-236.25	9685.66
27.50	266358.75	6775691.00	6780924.38	9682.69	-238.42	9685.63
27.75	268779.41	6775631.00	6780959.95	9682.61	-240.58	9685.60
28.00	271200.03	6775570.50	6780995.88	9682.52	-242.75	9685.56
28.25	273620.62	6775509.50	6781032.17	9682.44	-244.91	9685.53
28.50	276041.22	6775447.50	6781068.32	9682.35	-247.08	9685.50
28.75	278461.78	6775385.00	6781104.84	9682.26	-249.24	9685.47
29.00	280882.31	6775322.00	6781141.72	9682.17	-251.41	9685.43
29.25	283302.84	6775258.50	6781178.97	9682.08	-253.57	9685.40
29.50	285723.34	6775194.50	6781216.58	9681.99	-255.74	9685.37
29.75	288143.81	6775130.00	6781254.56	9681.90	-257.90	9685.33
30.00	290564.25	6775065.00	6781292.90	9681.81	-260.07	9685.30
30.25	292984.69	6774999.50	6781331.60	9681.71	-262.23	9685.27
30.50	295405.09	6774933.50	6781370.67	9681.62	-264.40	9685.23
30.75	297825.47	6774867.00	6781410.10	9681.53	-266.56	9685.20
31.00	300245.81	6774800.00	6781449.89	9681.43	-268.73	9685.16
31.25	302666.16	6774732.50	6781490.05	9681.34	-270.89	9685.13
31.50	305086.47	6774664.00	6781530.07	9681.24	-273.06	9685.09
31.75	307506.75	6774595.00	6781570.45	9681.14	-275.22	9685.05
32.00	309927.00	6774525.50	6781611.20	9681.04	-277.39	9685.02
32.25	312347.25	6774455.50	6781652.32	9680.94	-279.55	9684.98
32.50	314767.47	6774385.00	6781693.79	9680.84	-281.71	9684.94
32.75	317187.66	6774314.00	6781735.63	9680.74	-283.88	9684.91
33.00	319607.81	6774242.50	6781777.83	9680.64	-286.04	9684.87
33.25	322027.94	6774170.50	6781820.40	9680.54	-288.21	9684.83
33.50	324448.06	6774098.00	6781863.33	9680.44	-290.37	9684.79
33.75	326868.16	6774025.00	6781906.63	9680.33	-292.54	9684.75
34.00	329288.22	6773951.50	6781950.28	9680.23	-294.70	9684.71
34.25	331708.25	6773877.50	6781994.30	9680.12	-296.86	9684.67
34.50	334128.25	6773802.50	6782038.19	9680.02	-299.03	9684.64
34.75	336548.22	6773727.00	6782082.44	9679.91	-301.19	9684.60
35.00	338968.16	6773651.00	6782127.05	9679.80	-303.36	9684.56
35.25	341388.09	6773574.50	6782172.02	9679.70	-305.52	9684.52
35.50	343808.00	6773497.50	6782217.36	9679.59	-307.68	9684.47
35.75	346227.88	6773420.00	6782263.06	9679.48	-309.85	9684.43
36.00	348647.72	6773342.00	6782309.13	9679.37	-312.01	9684.39
36.25	351067.53	6773263.50	6782355.55	9679.25	-314.17	9684.35
36.50	353487.31	6773184.50	6782402.34	9679.14	-316.34	9684.31
36.75	355907.06	6773105.00	6782449.50	9679.03	-318.50	9684.27
37.00	358326.78	6773025.00	6782497.01	9678.92	-320.66	9684.23
37.25	360746.47	6772944.50	6782544.89	9678.80	-322.83	9684.18
37.50	363166.12	6772863.50	6782593.13	9678.69	-324.99	9684.14
37.75	365585.78	6772781.50	6782641.24	9678.57	-327.15	9684.10
38.00	368005.41	6772699.00	6782689.71	9678.45	-329.31	9684.05
38.25	370425.00	6772616.00	6782738.54	9678.34	-331.48	9684.01
38.50	372844.56	6772532.50	6782787.74	9678.22	-333.64	9683.97
38.75	375264.09	6772448.50	6782837.30	9678.10	-335.80	9683.92
39.00	377683.59	6772364.00	6782887.22	9677.98	-337.97	9683.88
39.25	380103.06	6772279.00	6782937.50	9677.86	-340.13	9683.83
39.50	382522.50	6772193.50	6782988.15	9677.74	-342.29	9683.79
39.75	384941.91	6772107.50	6783039.16	9677.62	-344.45	9683.74
40.00	387361.28	6772021.00	6783090.53	9677.49	-346.62	9683.70
40.25	389780.62	6771934.00	6783142.27	9677.37	-348.78	9683.65
40.50	392199.94	6771846.50	6783194.37	9677.24	-350.94	9683.61
40.75	394619.22	6771758.00	6783246.33	9677.12	-353.10	9683.56
41.00	397038.47	6771669.00	6783298.65	9676.99	-355.26	9683.51
41.25	399457.69	6771579.50	6783351.34	9676.87	-357.43	9683.46
41.50	401876.88	6771489.50	6783404.39	9676.74	-359.59	9683.42
41.75	404296.03	6771399.00	6783457.80	9676.61	-361.75	9683.37
42.00	406715.16	6771308.00	6783511.57	9676.48	-363.91	9683.32
42.25	409134.25	6771216.50	6783565.71	9676.35	-366.07	9683.27
42.50	411553.31	6771124.50	6783620.21	9676.22	-368.23	9683.22
42.75	413972.34	6771032.00	6783675.07	9676.09	-370.40	9683.18
43.00	416391.34	6770939.00	6783730.29	9675.96	-372.56	9683.13
43.25	418810.31	6770845.50	6783785.88	9675.82	-374.72	9683.08
43.50	421229.25	6770751.50	6783841.83	9675.69	-376.88	9683.03
43.75	423648.12	6770656.50	6783897.64	9675.56	-379.04	9682.98
44.00	426066.97	6770561.00	6783953.81	9675.42	-381.20	9682.93
44.25	428485.78	6770465.00	6784010.35	9675.29	-383.36	9682.88
44.50	430904.56	6770368.50	6784067.24	9675.15	-385.52	9682.83
44.75	433323.31	6770271.50	6784124.50	9675.01	-387.68	9682.77
45.00	435742.03	6770174.00	6784182.13	9674.87	-389.84	9682.72
45.25	438160.72	6770076.00	6784240.11	9674.73	-392.00	9682.67
45.50	440579.38	6769977.50	6784298.46	9674.59	-394.17	9682.62
45.75	442998.00	6769878.50	6784357.16	9674.45	-396.33	9682.57
46.00	445416.56	6769779.00	6784416.23	9674.31	-398.49	9682.51
46.25	447835.09	6769679.00	6784475.66	9674.17	-400.65	9682.46
46.50	450253.59	6769578.50	6784535.46	9674.03	-402.81	9682.41
46.75	452672.06	6769477.50	6784595.61	9673.88	-404.97	9682.36
47.00	455090.50	6769375.50	6784655.63	9673.74	-407.13	9682.30
47.25	457508.91	6769273.00	6784716.01	9673.59	-409.29	9682.25
47.50	459927.28	6769170.00	6784776.75	9673.45	-411.45	9682.19
47.75	462345.59	6769066.50	6784837.86	9673.30	-413.61	9682.14
48.00	464763.88	6768962.50	6784899.32	9673.15	-415.77	9682.08
48.25	467182.12	6768858.00	6784961.15	9673.00	-417.93	9682.03
48.50	469600.34	6768753.00	6785023.34	9672.86	-420.08	9681.97
48.75	472018.53	6768647.50	6785085.89	9672.71	-422.24	9681.92
49.00	474436.66	6768541.50	6785148.80	9672.56	-424.40	9681.86
49.25	476854.75	6768435.00	6785212.07	9672.40	-426.56	9681.81
49.50	479272.81	6768328.00	6785275.70	9672.25	-428.72	9681.75
49.75	481690.84	6768220.50	6785339.70	9672.10	-430.88	9681.69
50.00	484108.84	6768112.00	6785403.56	9671.95	-433.04	9681.63
50.25	486526.78	6768003.00	6785467.77	9671.79	-435.20	9681.58
50.50	488944.69	6767893.50	6785532.35	9671.64	-437.36	9681.52
50.75	491362.56	6767783.50	6785597.30	9671.48	-439.52	9681.46
51.00	493780.41	6767673.00	6785662.60	9671.32	-441.67	9681.40
51.25	496198.19	6767562.00	6785728.26	9671.17	-443.83	9681.34
51.50	498615.94	6767450.50	6785794.29	9671.01	-445.99	9681.29
51.75	501033.66	6767338.50	6785860.67	9670.85	-448.15	9681.23
52.00	503451.34	6767226.00	6785927.42	9670.69	-450.31	9681.17
52.25	505868.97	6767113.00	6785994.53	9670.53	-452.46	9681.11
52.50	508286.56	6766999.50	6786062.00	9670.37	-454.62	9681.05
52.75	510704.12	6766885.50	6786129.83	9670.21	-456.78	9680.99
53.00	513121.62	6766771.00	6786198.02	9670.04	-458.94	9680.93
53.25	515539.09	6766655.50	6786266.07	9669.88	-461.10	9680.87
53.50	517956.53	6766539.50	6786334.49	9669.71	-463.25	9680.80
53.75	520373.91	6766423.00	6786403.26	9669.55	-465.41	9680.74
54.00	522791.25	6766306.00	6786472.40	9669.38	-467.57	9680.68
54.25	525208.56	6766188.50	6786541.89	9669.22	-469.72	9680.62
54.50	527625.81	6766070.50	6786611.75	9669.05	-471.88	9680.56
54.75	530043.06	6765952.00	6786681.97	9668.88	-474.04	9680.49
55.00	532460.25	6765833.00	6786752.54	9668.71	-476.20	9680.43
55.25	534877.38	6765713.50	6786823.48	9668.54	-478.35	9680.37
55.50	537294.44	6765593.50	6786894.78	9668.37	-480.51	9680.30
55.75	539711.50	6765473.00	6786966.44	9668.20	-482.67	9680.24
56.00	542128.50	6765352.00	6787038.46	9668.03	-484.82	9680.18
56.25	544545.44	6765230.50	6787110.83	9667.86	-486.98	9680.11
56.50	546962.38	6765108.00	6787183.07	9667.68	-489.13	9680.05
56.75	549379.25	6764985.00	6787255.68	9667.51	-491.29	9679.98
57.00	551796.06	6764861.50	6787328.64	9667.33	-493.45	9679.92
57.25	554212.88	6764737.50	6787401.96	9667.16	-495.60	9679.85
57.50	556629.62	6764613.00	6787475.64	9666.98	-497.76	9679.79
57.75	559046.31	6764488.00	6787549.68	9666.80	-499.91	9679.72
58.00	561462.94	6764362.50	6787624.08	9666.62	-502.07	9679.65
58.25	563879.56	6764236.50	6787698.84	9666.45	-504.23	9679.59
58.50	566296.12	6764110.00	6787773.96	9666.27	-506.38	9679.52
58.75	568712.62	6763983.00	6787849.44	9666.08	-508.54	9679.45
59.00	571129.12	6763855.50	6787925.29	9665.90	-510.69	9679.38
59.25	573545.56	6763727.50	6788001.49	9665.72	-512.85	9679.32
59.50	575961.94	6763598.50	6788077.55	9665.54	-515.00	9679.25
59.75	578378.25	6763469.00	6788153.97	9665.36	-517.16	9679.18
60.00	580794.56	6763339.00	6788230.75	9665.17	-519.31	9679.11
60.25	583210.81	6763208.50	6788307.89	9664.99	-521.46	9679.04
60.50	585627.00	6763077.50	6788385.39	9664.80	-523.62	9678.97
60.75	588043.12	6762946.00	6788463.25	9664.61	-525.77	9678.91
61.00	590459.25	6762814.00	6788541.47	9664.43	-527.93	9678.84
61.25	592875.31	6762681.50	6788620.05	9664.24	-530.08	9678.76
61.50	595291.31	6762548.50	6788698.99	9664.05	-532.24	9678.69
61.75	597707.25	6762415.00	6788778.28	9663.86	-534.39	9678.62
62.00	600123.19	6762281.00	6788857.94	9663.67	-536.54	9678.55
62.25	602539.06	6762146.50	6788937.96	9663.48	-538.70	9678.48
62.50	604954.88	6762011.50	6789018.33	9663.29	-540.85	9678.41
62.75	607370.62	6761875.50	6789098.57	9663.09	-543.00	9678.34
63.00	609786.38	6761739.00	6789179.16	9662.90	-545.16	9678.27
63.25	612202.06	6761602.00	6789260.12	9662.71	-547.31	9678.19
63.50	614617.69	6761464.50	6789341.43	9662.51	-549.46	9678.12
63.75	617033.25	6761326.50	6789423.10	9662.32	-551.62	9678.05
64.00	619448.75	6761188.00	6789505.13	9662.12	-553.77	9677.98
64.25	621864.25	6761049.00	6789587.52	9661.92	-555.92	9677.90
64.50	624279.69	6760909.50	6789670.27	9661.72	-558.07	9677.83
64.75	626695.06	6760769.50	6789753.38	9661.53	-560.23	9677.75
65.00	629110.38	6760629.00	6789836.84	9661.33	-562.38	9677.68
65.25	631525.69	6760488.00	6789920.67	9661.13	-564.53	9677.61
65.50	633940.94	6760346.50	6790004.85	9660.92	-566.68	9677.53
65.75	636356.12	6760204.50	6790089.40	9660.72	-568.83	9677.46
66.00	638771.25	6760062.00	6790174.29	9660.52	-570.99	9677.38
66.25	641186.31	6759918.50	6790259.05	9660.32	-573.14	9677.30
66.50	643601.31	6759774.50	6790344.17	9660.11	-575.29	9677.23
66.75	646016.31	6759630.00	6790429.65	9659.91	-577.44	9677.15
67.00	648431.25	6759485.00	6790515.48	9659.70	-579.59	9677.07
67.25	650846.12	6759339.50	6790601.68	9659.50	-581.74	9677.00
67.50	653260.94	6759193.50	6790688.23	9659.29	-583.89	9676.92
67.75	655675.69	6759047.00	6790775.14	9659.08	-586.05	9676.84
68.00	658090.38	6758900.00	6790862.40	9658.87	-588.20	9676.77
68.25	660505.06	6758752.50	6790950.03	9658.66	-590.35	9676.69
68.50	662919.69	6758604.50	6791038.01	9658.45	-592.50	9676.61
68.75	665334.25	6758456.00	6791126.35	9658.24	-594.65	9676.53
69.00	667748.75	6758307.00	6791215.05	9658.03	-596.80	9676.45
69.25	670163.19	6758157.50	6791304.11	9657.82	-598.95	9676.37
69.50	672577.56	6758007.00	6791393.02	9657.60	-601.10	9676.29
69.75	674991.94	6757856.00	6791482.30	9657.39	-603.25	9676.21
70.00	677406.25	6757704.50	6791571.93	9657.18	-605.40	9676.13
70.25	679820.50	6757552.50	6791661.92	9656.96	-607.55	9676.05
70.50	682234.69	6757400.00	6791752.27	9656.74	-609.70	9675.97
70.75	684648.81	6757247.00	6791842.98	9656.53	-611.85	9675.89
71.00	687062.88	6757093.50	6791934.04	9656.31	-614.00	9675.81
71.25	689476.88	6756939.50	6792025.45	9656.09	-616.14	9675.73
71.50	691890.81	6756785.00	6792117.23	9655.87	-618.29	9675.65
71.75	694304.75	6756630.00	6792209.36	9655.65	-620.44	9675.56
72.00	696718.62	6756474.50	6792301.86	9655.43	-622.59	9675.48
72.25	699132.44	6756318.50	6792394.71	9655.21	-624.74	9675.40
72.50	701546.19	6756162.00	6792487.91	9654.99	-626.89	9675.32
72.75	703959.88	6756004.50	6792580.98	9654.76	-629.04	9675.23
73.00	706373.50	6755846.50	6792674.40	9654.54	-631.18	9675.15
73.25	708787.06	6755688.00	6792768.17	9654.32	-633.33	9675.07
73.50	711200.56	6755529.00	6792862.31	9654.09	-635.48	9674.98
73.75	713614.00	6755369.50	6792956.80	9653.86	-637.63	9674.90
74.00	716027.44	6755209.50	6793051.65	9653.64	-639.77	9674.81
74.25	718440.81	6755049.00	6793146.85	9653.41	-641.92	9674.73
74.50	720854.12	6754888.00	6793242.42	9653.18	-644.07	9674.64
74.75	723267.38	6754726.50	6793338.34	9652.95	-646.22	9674.56
75.00	725680.56	6754564.50	6793434.61	9652.72	-648.36	9674.47
75.25	728093.69	6754402.00	6793531.25	9652.49	-650.51	9674.39
75.50	730506.75	6754239.00	6793628.23	9652.26	-652.66	9674.30
75.75	732919.75	6754075.50	6793725.58	9652.03	-654.80	9674.21
76.00	735332.69	6753911.50	6793823.28	9651.79	-656.95	9674.13
76.25	737745.56	6753746.50	6793920.83	9651.56	-659.10	9674.04
76.50	740158.38	6753581.00	6794018.75	9651.33	-661.24	9673.95
76.75	742571.12	6753415.00	6794117.02	9651.09	-663.39	9673.86
77.00	744983.81	6753248.50	6794215.64	9650.85	-665.53	9673.78
77.25	747396.44	6753081.50	6794314.62	9650.62	-667.68	9673.69
77.50	749809.06	6752914.00	6794413.96	9650.38	-669.83	9673.60
77.75	752221.62	6752746.00	6794513.66	9650.14	-671.97	9673.51
78.00	754634.12	6752577.50	6794613.72	9649.90	-674.12	9673.42
78.25	757046.56	6752408.50	6794714.13	9649.66	-676.26	9673.33
78.50	759458.94	6752239.00	6794814.89	9649.42	-678.41	9673.24
78.75	761871.25	6752069.00	6794916.01	9649.18	-680.55	9673.15
79.00	764283.50	6751898.50	6795017.49	9648.94	-682.70	9673.06
79.25	766695.69	6751727.50	6795119.32	9648.70	-684.84	9672.97
79.50	769107.81	6751556.00	6795221.50	9648.45	-686.98	9672.88
79.75	771519.88	6751383.50	6795323.55	9648.21	-689.13	9672.79
80.00	773931.88	6751210.50	6795425.94	9647.96	-691.27	9672.70
80.25	776343.81	6751037.00	6795528.70	9647.72	-693.42	9672.61
80.50	778755.69	6750863.00	6795631.81	9647.47	-695.56	9672.51
80.75	781167.50	6750688.50	6795735.27	9647.23	-697.70	9672.42
81.00	783579.25	6750513.50	6795839.09	9646.98	-699.85	9672.33
81.25	785990.94	6750338.00	6795943.27	9646.73	-701.99	9672.24
81.50	788402.56	6750162.00	6796047.79	9646.48	-704.13	9672.14
81.75	790814.12	6749985.50	6796152.68	9646.23	-706.28	9672.05
82.00	793225.62	6749808.50	6796257.92	9645.98	-708.42	9671.96
82.25	795637.06	6749631.00	6796363.51	9645.73	-710.56	9671.86
82.50	798048.44	6749453.00	6796469.46	9645.47	-712.70	9671.77
82.75	800459.75	6749274.50	6796575.76	9645.22	-714.85	9671.67
83.00	802871.00	6749095.50	6796682.42	9644.97	-716.99	9671.58
83.25	805282.19	6748915.50	6796788.94	9644.71	-719.13	9671.48
83.50	807693.31	6748735.00	6796895.81	9644.46	-721.27	9671.39
83.75	810104.38	6748554.00	6797003.03	9644.20	-723.41	9671.29
84.00	812515.38	6748372.50	6797110.61	9643.94	-725.56	9671.20
84.25	814926.31	6748190.50	6797218.54	9643.68	-727.70	9671.10
84.50	817337.19	6748008.00	6797326.83	9643.43	-729.84	9671.00
84.75	819748.00	6747825.00	6797435.47	9643.17	-731.98	9670.91
85.00	822158.75	6747641.50	6797544.47	9642.91	-734.12	9670.81
85.25	824569.44	6747457.50	6797653.82	9642.65	-736.26	9670.71
85.50	826980.06	6747273.00	6797763.53	9642.38	-738.40	9670.62
85.75	829390.56	6747088.00	6797873.58	9642.12	-740.54	9670.52
86.00	831801.00	6746902.50	6797983.98	9641.86	-742.68	9670.42
86.25	834211.38	6746716.50	6798094.74	9641.59	-744.82	9670.32
86.50	836621.69	6746530.00	6798205.86	9641.33	-746.96	9670.22
86.75	839031.94	6746342.50	6798316.83	9641.06	-749.10	9670.12
87.00	841442.12	6746154.50	6798428.16	9640.80	-751.24	9670.02
87.25	843852.25	6745966.00	6798539.84	9640.53	-753.38	9669.92
87.50	846262.31	6745777.00	6798651.87	9640.26	-755.52	9669.82
87.75	848672.31	6745587.50	6798764.26	9640.00	-757.66	9669.72
88.00	851082.25	6745397.50	6798877.00	9639.73	-759.80	9669.62
88.25	853492.12	6745207.00	6798990.09	9639.46	-761.94	9669.52
88.50	855901.94	6745016.00	6799103.54	9639.19	-764.08	9669.42
88.75	858311.69	6744824.50	6799217.34	9638.92	-766.21	9669.32
89.00	860721.38	6744632.50	6799331.50	9638.64	-768.35	9669.22
89.25	863130.94	6744440.00	6799446.00	9638.37	-770.49	9669.12
89.50	865540.44	6744247.00	6799560.86	9638.10	-772.63	9669.02
89.75	867949.88	6744053.50	6799676.07	9637.82	-774.77	9668.91
90.00	870359.25	6743859.50	6799791.63	9637.55	-776.90	9668.81
90.25	872768.56	6743664.50	6799907.05	9637.27	-779.04	9668.71
90.50	875177.81	6743469.00	6800022.82	9637.00	-781.18	9668.60
90.75	877587.00	6743273.00	6800138.95	9636.72	-783.31	9668.50
91.00	879996.12	6743076.50	6800255.43	9636.44	-785.45	9668.40
91.25	882405.19	6742879.50	6800372.26	9636.16	-787.59	9668.29
91.50	884814.19	6742682.00	6800489.45	9635.88	-789.72	9668.19
91.75	887223.06	6742484.00	6800606.98	9635.60	-791.86	9668.08
92.00	889631.88	6742285.50	6800724.86	9635.32	-794.00	9667.98
92.25	892040.62	6742086.50	6800843.10	9635.04	-796.13	9667.87
92.50	894449.31	6741887.00	6800961.69	9634.75	-798.27	9667.77
92.75	896857.94	6741687.00	6801080.63	9634.47	-800.41	9667.66
93.00	899266.50	6741486.50	6801199.93	9634.19	-802.54	9667.56
93.25	901675.00	6741285.50	6801319.58	9633.90	-804.68	9667.45
93.50	904083.38	6741084.00	6801439.57	9633.62	-806.81	9667.34
93.75	906491.69	6740882.00	6801559.92	9633.33	-808.95	9667.24
94.00	908899.94	6740679.00	6801680.12	9633.04	-811.08	9667.13
94.25	911308.12	6740475.50	6801800.68	9632.76	-813.22	9667.02
94.50	913716.25	6740271.50	6801921.59	9632.47	-815.35	9666.91
94.75	916124.31	6740067.00	6802042.85	9632.18	-817.48	9666.81
95.00	918532.31	6739862.00	6802164.46	9631.89	-819.62	9666.70
95.25	920940.19	6739656.50	6802286.42	9631.60	-821.75	9666.59
95.50	923348.00	6739450.50	6802408.73	9631.30	-823.89	9666.48
95.75	925755.75	6739244.00	6802531.40	9631.01	-826.02	9666.37
96.00	928163.44	6739037.00	6802654.41	9630.72	-828.15	9666.26
96.25	930571.06	6738829.50	6802777.78	9630.43	-830.29	9666.15
96.50	932978.62	6738621.50	6802901.50	9630.13	-832.42	9666.04
96.75	935386.06	6738413.00	6803025.57	9629.84	-834.55	9665.93
