t	x	y	r	vx	vy	v
0.00	0.00	6779000.00	6779000.00	7909.68	0.00	7909.68
0.25	1977.42	6778999.50	6778999.79	7909.68	-2.17	7909.68
0.50	3954.84	6778998.50	6778999.65	7909.68	-4.34	7909.68
0.75	5932.26	6778997.00	6778999.60	7909.67	-6.51	7909.68
1.00	7909.67	6778995.00	6778999.61	7909.67	-8.67	7909.68
1.25	9887.09	6778992.50	6778999.71	7909.67	-10.84	7909.68
1.50	11864.51	6778989.00	6778999.38	7909.67	-13.01	7909.68
1.75	13841.92	6778985.00	6778999.13	7909.66	-15.18	7909.68
2.00	15819.34	6778980.50	6778998.96	7909.66	-17.35	7909.68
2.25	17796.75	6778975.50	6778998.86	7909.65	-19.52	7909.68
2.50	19774.17	6778970.00	6778998.84	7909.65	-21.68	7909.68
2.75	21751.58	6778964.00	6778998.90	7909.64	-23.85	7909.68
3.00	23728.98	6778957.50	6778999.03	7909.63	-26.02	7909.68
3.25	25706.39	6778950.50	6778999.24	7909.63	-28.19	7909.68
3.50	27683.79	6778943.00	6778999.53	7909.62	-30.36	7909.68
3.75	29661.20	6778935.00	6778999.89	7909.61	-32.53	7909.68
4.00	31638.60	6778926.50	6779000.33	7909.60	-34.69	7909.68
4.25	33616.00	6778917.50	6779000.85	7909.59	-36.86	7909.68
4.50	35593.39	6778907.50	6779000.94	7909.58	-39.03	7909.68
4.75	37570.78	6778897.00	6779001.11	7909.57	-41.20	7909.68
5.00	39548.17	6778886.00	6779001.36	7909.56	-43.37	7909.68
5.25	41525.56	6778874.50	6779001.69	7909.54	-45.54	7909.67
5.50	43502.94	6778862.50	6779002.09	7909.53	-47.70	7909.67
5.75	45480.32	6778850.00	6779002.57	7909.52	-49.87	7909.67
6.00	47457.70	6778837.00	6779003.12	7909.50	-52.04	7909.67
6.25	49435.07	6778823.50	6779003.75	7909.49	-54.21	7909.67
6.50	51412.43	6778809.50	6779004.46	7909.47	-56.38	7909.67
6.75	53389.80	6778795.00	6779005.25	7909.45	-58.55	7909.67
7.00	55367.16	6778780.00	6779006.11	7909.44	-60.71	7909.67
7.25	57344.51	6778764.50	6779007.05	7909.42	-62.88	7909.67
7.50	59321.86	6778748.00	6779007.56	7909.40	-65.05	7909.67
7.75	61299.21	6778731.00	6779008.15	7909.38	-67.22	7909.67
8.00	63276.55	6778713.50	6779008.82	7909.36	-69.39	7909.67
8.25	65253.88	6778695.50	6779009.57	7909.34	-71.56	7909.67
8.50	67231.21	6778677.00	6779010.39	7909.32	-73.72	7909.67
8.75	69208.54	6778658.00	6779011.29	7909.30	-75.89	7909.66
9.00	71185.86	6778638.50	6779012.27	7909.28	-78.06	7909.66
9.25	73163.17	6778618.50	6779013.32	7909.26	-80.23	7909.66
9.50	75140.48	6778598.00	6779014.45	7909.23	-82.40	7909.66
9.75	77117.78	6778577.00	6779015.66	7909.21	-84.56	7909.66
10.00	79095.08	6778555.50	6779016.94	7909.18	-86.73	7909.66
10.25	81072.37	6778533.50	6779018.30	7909.16	-88.90	7909.66
10.50	83049.65	6778510.50	6779019.24	7909.13	-91.07	7909.66
10.75	85026.92	6778487.00	6779020.25	7909.11	-93.24	7909.66
11.00	87004.19	6778463.00	6779021.34	7909.08	-95.41	7909.65
11.25	88981.45	6778438.50	6779022.51	7909.05	-97.57	7909.65
11.50	90958.71	6778413.50	6779023.75	7909.02	-99.74	7909.65
11.75	92935.96	6778388.00	6779025.08	7908.99	-101.91	7909.65
12.00	94913.20	6778362.00	6779026.47	7908.96	-104.08	7909.65
12.25	96890.44	6778335.50	6779027.95	7908.93	-106.25	7909.65
12.50	98867.66	6778308.50	6779029.50	7908.90	-108.41	7909.64
12.75	100844.88	6778281.00	6779031.13	7908.87	-110.58	7909.64
13.00	102822.09	6778253.00	6779032.83	7908.84	-112.75	7909.64
13.25	104799.30	6778224.50	6779034.61	7908.81	-114.92	7909.64
13.50	106776.49	6778195.00	6779035.97	7908.77	-117.09	7909.64
13.75	108753.68	6778165.00	6779037.40	7908.74	-119.26	7909.64
14.00	110730.85	6778134.50	6779038.92	7908.70	-121.42	7909.63
14.25	112708.02	6778103.50	6779040.50	7908.67	-123.59	7909.63
14.50	114685.17	6778072.00	6779042.17	7908.63	-125.76	7909.63
14.75	116662.32	6778040.00	6779043.91	7908.59	-127.93	7909.63
15.00	118639.46	6778007.50	6779045.73	7908.56	-130.10	7909.63
15.25	120616.59	6777974.50	6779047.62	7908.52	-132.26	7909.62
15.50	122593.71	6777941.00	6779049.60	7908.48	-134.43	7909.62
15.75	124570.82	6777907.00	6779051.64	7908.44	-136.60	7909.62
16.00	126547.92	6777872.50	6779053.77	7908.40	-138.77	7909.62
16.25	128525.02	6777837.50	6779055.97	7908.36	-140.94	7909.62
16.50	130502.09	6777801.50	6779057.75	7908.32	-143.10	7909.61
16.75	132479.16	6777765.00	6779059.60	7908.28	-145.27	7909.61
17.00	134456.22	6777728.00	6779061.54	7908.24	-147.44	7909.61
17.25	136433.27	6777690.50	6779063.55	7908.19	-149.61	7909.61
17.50	138410.30	6777652.50	6779065.63	7908.15	-151.77	7909.61
17.75	140387.33	6777614.00	6779067.79	7908.10	-153.94	7909.60
18.00	142364.34	6777575.00	6779070.03	7908.06	-156.11	7909.60
18.25	144341.34	6777535.50	6779072.35	7908.01	-158.28	7909.60
18.50	146318.33	6777495.50	6779074.74	7907.97	-160.45	7909.60
18.75	148295.31	6777455.00	6779077.21	7907.92	-162.61	7909.59
19.00	150272.28	6777414.00	6779079.75	7907.87	-164.78	7909.59
19.25	152249.23	6777372.50	6779082.37	7907.83	-166.95	7909.59
19.50	154226.17	6777330.00	6779084.57	7907.78	-169.12	7909.59
19.75	156203.11	6777287.00	6779086.85	7907.73	-171.29	7909.58
20.00	158180.03	6777243.50	6779089.20	7907.68	-173.45	7909.58
20.25	160156.94	6777199.50	6779091.63	7907.63	-175.62	7909.58
20.50	162133.83	6777155.00	6779094.13	7907.58	-177.79	7909.57
20.75	164110.70	6777110.00	6779096.72	7907.52	-179.96	7909.57
21.00	166087.58	6777064.50	6779099.37	7907.47	-182.12	7909.57
21.25	168064.44	6777018.50	6779102.11	7907.42	-184.29	7909.57
21.50	170041.28	6776972.00	6779104.92	7907.36	-186.46	7909.56
21.75	172018.11	6776925.00	6779107.81	7907.31	-188.63	7909.56
22.00	173994.92	6776877.50	6779110.77	7907.26	-190.79	7909.56
22.25	175971.72	6776829.50	6779113.82	7907.20	-192.96	7909.55
22.50	177948.50	6776780.50	6779116.43	7907.14	-195.13	7909.55
22.75	179925.27	6776731.00	6779119.13	7907.09	-197.30	7909.55
23.00	181902.02	6776681.00	6779121.90	7907.03	-199.46	7909.54
23.25	183878.77	6776630.50	6779124.75	7906.97	-201.63	7909.54
23.50	185855.50	6776579.50	6779127.67	7906.91	-203.80	7909.54
23.75	187832.22	6776528.00	6779130.67	7906.85	-205.97	7909.53
24.00	189808.92	6776476.00	6779133.75	7906.79	-208.13	7909.53
24.25	191785.61	6776423.50	6779136.90	7906.73	-210.30	7909.53
24.50	193762.28	6776370.50	6779140.14	7906.67	-212.47	7909.52
24.75	195738.94	6776317.00	6779143.44	7906.61	-214.64	7909.52
25.00	197715.58	6776263.00	6779146.83	7906.55	-216.80	7909.52
25.25	199692.20	6776208.50	6779150.29	7906.48	-218.97	7909.51
25.50	201668.81	6776153.00	6779153.32	7906.42	-221.14	7909.51
25.75	203645.41	6776097.00	6779156.44	7906.35	-223.31	7909.51
26.00	205621.98	6776040.50	6779159.63	7906.29	-225.47	7909.50
26.25	207598.55	6775983.50	6779162.89	7906.22	-227.64	7909.50
26.50	209575.09	6775926.00	6779166.24	7906.16	-229.81	7909.50
26.75	211551.61	6775868.00	6779169.66	7906.09	-231.98	7909.49
27.00	213528.11	6775809.50	6779173.15	7906.02	-234.14	7909.49
27.25	215504.59	6775750.50	6779176.72	7905.95	-236.31	7909.48
27.50	217481.06	6775691.00	6779180.37	7905.88	-238.48	7909.48
27.75	219457.52	6775631.00	6779184.10	7905.82	-240.64	7909.48
28.00	221433.95	6775570.50	6779187.90	7905.75	-242.81	7909.47
28.25	223410.38	6775509.50	6779191.78	7905.67	-244.98	7909.47
28.50	225386.78	6775447.50	6779195.23	7905.60	-247.15	7909.47
28.75	227363.16	6775385.00	6779198.77	7905.53	-249.31	7909.46
29.00	229339.52	6775322.00	6779202.37	7905.46	-251.48	7909.46
29.25	231315.86	6775258.50	6779206.06	7905.38	-253.65	7909.45
29.50	233292.19	6775194.50	6779209.82	7905.31	-255.81	7909.45
29.75	235268.50	6775130.00	6779213.66	7905.24	-257.98	7909.44
30.00	237244.80	6775065.00	6779217.57	7905.16	-260.15	7909.44
30.25	239221.06	6774999.50	6779221.56	7905.08	-262.31	7909.44
30.50	241197.31	6774933.50	6779225.62	7905.01	-264.48	7909.43
30.75	243173.55	6774867.00	6779229.77	7904.93	-266.65	7909.43
31.00	245149.77	6774800.00	6779233.99	7904.85	-268.81	7909.42
31.25	247125.95	6774732.50	6779238.28	7904.77	-270.98	7909.42
31.50	249102.12	6774664.00	6779242.15	7904.70	-273.15	7909.41
31.75	251078.28	6774595.00	6779246.10	7904.62	-275.31	7909.41
32.00	253054.42	6774525.50	6779250.13	7904.54	-277.48	7909.41
32.25	255030.53	6774455.50	6779254.23	7904.46	-279.65	7909.40
32.50	257006.62	6774385.00	6779258.41	7904.37	-281.81	7909.40
32.75	258982.70	6774314.00	6779262.66	7904.29	-283.98	7909.39
33.00	260958.75	6774242.50	6779266.99	7904.21	-286.15	7909.39
33.25	262934.78	6774170.50	6779271.40	7904.12	-288.31	7909.38
33.50	264910.78	6774098.00	6779275.88	7904.04	-290.48	7909.38
33.75	266886.78	6774025.00	6779280.44	7903.96	-292.65	7909.37
34.00	268862.75	6773951.50	6779285.07	7903.87	-294.81	7909.37
34.25	270838.69	6773877.50	6779289.78	7903.78	-296.98	7909.36
34.50	272814.62	6773802.50	6779294.07	7903.70	-299.15	7909.36
34.75	274790.53	6773727.00	6779298.44	7903.61	-301.31	7909.35
35.00	276766.41	6773651.00	6779302.88	7903.52	-303.48	7909.35
35.25	278742.25	6773574.50	6779307.39	7903.43	-305.65	7909.34
35.50	280718.09	6773497.50	6779311.99	7903.35	-307.81	7909.34
35.75	282693.91	6773420.00	6779316.66	7903.26	-309.98	7909.33
36.00	284669.69	6773342.00	6779321.40	7903.17	-312.15	7909.33
36.25	286645.47	6773263.50	6779326.23	7903.07	-314.31	7909.32
36.50	288621.22	6773184.50	6779331.12	7902.98	-316.48	7909.32
36.75	290596.94	6773105.00	6779336.10	7902.89	-318.64	7909.31
37.00	292572.62	6773025.00	6779341.15	7902.80	-320.81	7909.31
37.25	294548.31	6772944.50	6779346.27	7902.70	-322.98	7909.30
37.50	296523.97	6772863.00	6779350.98	7902.61	-325.14	7909.30
37.75	298499.59	6772781.00	6779355.76	7902.51	-327.31	7909.29
38.00	300475.19	6772698.50	6779360.61	7902.42	-329.47	7909.28
38.25	302450.78	6772615.50	6779365.54	7902.32	-331.64	7909.28
38.50	304426.34	6772532.00	6779370.55	7902.23	-333.81	7909.27
38.75	306401.88	6772448.00	6779375.64	7902.13	-335.97	7909.27
39.00	308377.38	6772363.50	6779380.80	7902.03	-338.14	7909.26
39.25	310352.84	6772278.50	6779386.03	7901.93	-340.30	7909.26
39.50	312328.31	6772193.00	6779391.34	7901.83	-342.47	7909.25
39.75	314303.75	6772107.00	6779396.73	7901.73	-344.64	7909.25
40.00	316279.16	6772020.50	6779402.20	7901.63	-346.80	7909.24
40.25	318254.53	6771933.50	6779407.74	7901.53	-348.97	7909.23
40.50	320229.88	6771845.50	6779412.85	7901.43	-351.13	7909.23
40.75	322205.22	6771757.00	6779418.05	7901.33	-353.30	7909.22
41.00	324180.53	6771668.00	6779423.32	7901.22	-355.46	7909.22
41.25	326155.81	6771578.50	6779428.66	7901.12	-357.63	7909.21
41.50	328131.06	6771488.50	6779434.08	7901.02	-359.80	7909.20
41.75	330106.28	6771398.00	6779439.58	7900.91	-361.96	7909.20
42.00	332081.47	6771307.00	6779445.15	7900.81	-364.13	7909.19
42.25	334056.66	6771215.50	6779450.80	7900.70	-366.29	7909.19
42.50	336031.81	6771123.50	6779456.53	7900.59	-368.46	7909.18
42.75	338006.94	6771031.00	6779462.33	7900.49	-370.62	7909.17
43.00	339982.03	6770938.00	6779468.21	7900.38	-372.79	7909.17
43.25	341957.09	6770844.50	6779474.16	7900.27	-374.95	7909.16
43.50	343932.12	6770750.00	6779479.69	7900.16	-377.12	7909.16
43.75	345907.12	6770655.00	6779485.30	7900.05	-379.28	7909.15
44.00	347882.12	6770559.50	6779490.98	7899.94	-381.45	7909.14
44.25	349857.09	6770463.50	6779496.74	7899.83	-383.62	7909.14
44.50	351832.03	6770367.00	6779502.57	7899.72	-385.78	7909.13
44.75	353806.94	6770270.00	6779508.48	7899.60	-387.95	7909.12
45.00	355781.81	6770172.50	6779514.46	7899.49	-390.11	7909.12
45.25	357756.66	6770074.50	6779520.53	7899.38	-392.28	7909.11
45.50	359731.47	6769976.00	6779526.66	7899.26	-394.44	7909.10
45.75	361706.25	6769877.00	6779532.88	7899.15	-396.61	7909.10
46.00	363681.00	6769777.50	6779539.16	7899.03	-398.77	7909.09
46.25	365655.72	6769677.50	6779545.53	7898.91	-400.94	7909.08
46.50	367630.41	6769576.50	6779551.47	7898.80	-403.10	7909.08
46.75	369605.06	6769475.00	6779557.48	7898.68	-405.27	7909.07
47.00	371579.69	6769373.00	6779563.58	7898.56	-407.43	7909.06
47.25	373554.31	6769270.50	6779569.74	7898.44	-409.59	7909.06
47.50	375528.91	6769167.50	6779575.99	7898.32	-411.76	7909.05
47.75	377503.47	6769064.00	6779582.31	7898.20	-413.92	7909.04
48.00	379478.00	6768960.00	6779588.71	7898.08	-416.09	7909.04
48.25	381452.50	6768855.50	6779595.18	7897.96	-418.25	7909.03
48.50	383426.97	6768750.50	6779601.73	7897.84	-420.42	7909.02
48.75	385401.41	6768645.00	6779608.35	7897.72	-422.58	7909.01
49.00	387375.81	6768539.00	6779615.05	7897.59	-424.75	7909.01
49.25	389350.19	6768432.50	6779621.82	7897.47	-426.91	7909.00
49.50	391324.53	6768325.00	6779628.18	7897.35	-429.08	7908.99
49.75	393298.84	6768217.00	6779634.60	7897.22	-431.24	7908.99
50.00	395273.12	6768108.50	6779641.10	7897.09	-433.40	7908.98
50.25	397247.38	6767999.50	6779647.68	7896.97	-435.57	7908.97
50.50	399221.59	6767890.00	6779654.34	7896.84	-437.73	7908.96
50.75	401195.78	6767780.00	6779661.07	7896.71	-439.90	7908.96
51.00	403169.94	6767669.50	6779667.87	7896.58	-442.06	7908.95
51.25	405144.06	6767558.50	6779674.75	7896.46	-444.23	7908.94
51.50	407118.16	6767447.00	6779681.71	7896.33	-446.39	7908.93
51.75	409092.22	6767335.00	6779688.74	7896.20	-448.55	7908.93
52.00	411066.25	6767222.50	6779695.85	7896.07	-450.72	7908.92
52.25	413040.22	6767109.50	6779703.03	7895.93	-452.88	7908.91
52.50	415014.16	6766995.50	6779709.79	7895.80	-455.05	7908.90
52.75	416988.06	6766881.00	6779716.62	7895.67	-457.21	7908.90
53.00	418961.94	6766766.00	6779723.53	7895.54	-459.37	7908.89
53.25	420935.78	6766650.50	6779730.52	7895.40	-461.54	7908.88
53.50	422909.59	6766534.50	6779737.58	7895.27	-463.70	7908.87
53.75	424883.38	6766418.00	6779744.72	7895.13	-465.86	7908.86
54.00	426857.12	6766301.00	6779751.93	7895.00	-468.03	7908.86
54.25	428830.84	6766183.50	6779759.22	7894.86	-470.19	7908.85
54.50	430804.53	6766065.50	6779766.58	7894.72	-472.35	7908.84
54.75	432778.19	6765947.00	6779774.02	7894.58	-474.52	7908.83
55.00	434751.81	6765828.00	6779781.54	7894.45	-476.68	7908.83
55.25	436725.38	6765708.50	6779789.12	7894.31	-478.85	7908.82
55.50	438698.91	6765588.00	6779796.29	7894.17	-481.01	7908.81
55.75	440672.41	6765467.00	6779803.53	7894.03	-483.17	7908.80
56.00	442645.88	6765345.50	6779810.85	7893.89	-485.34	7908.79
56.25	444619.31	6765223.50	6779818.24	7893.75	-487.50	7908.78
56.50	446592.72	6765101.00	6779825.71	7893.60	-489.66	7908.78
56.75	448566.09	6764978.00	6779833.25	7893.46	-491.82	7908.77
57.00	450539.44	6764854.50	6779840.87	7893.32	-493.99	7908.76
57.25	452512.72	6764730.50	6779848.56	7893.17	-496.15	7908.75
57.50	454485.97	6764606.00	6779856.33	7893.03	-498.31	7908.74
57.75	456459.19	6764481.00	6779864.17	7892.88	-500.48	7908.73
58.00	458432.38	6764355.50	6779872.09	7892.74	-502.64	7908.73
58.25	460405.53	6764229.50	6779880.09	7892.59	-504.80	7908.72
58.50	462378.66	6764103.00	6779888.16	7892.44	-506.97	7908.71
58.75	464351.72	6763975.50	6779895.80	7892.30	-509.13	7908.70
59.00	466324.75	6763847.50	6779903.52	7892.15	-511.29	7908.69
59.25	468297.75	6763719.00	6779911.32	7892.00	-513.45	7908.68
59.50	470270.72	6763590.00	6779919.19	7891.85	-515.62	7908.67
59.75	472243.66	6763460.50	6779927.14	7891.70	-517.78	7908.67
60.00	474216.53	6763330.50	6779935.16	7891.55	-519.94	7908.66
60.25	476189.38	6763200.00	6779943.26	7891.40	-522.10	7908.65
60.50	478162.19	6763069.00	6779951.43	7891.24	-524.27	7908.64
60.75	480134.97	6762937.50	6779959.68	7891.09	-526.43	7908.63
61.00	482107.69	6762805.50	6779968.00	7890.94	-528.59	7908.62
61.25	484080.38	6762673.00	6779976.39	7890.78	-530.75	7908.61
61.50	486053.03	6762540.00	6779984.87	7890.63	-532.92	7908.60
61.75	488025.66	6762406.00	6779992.92	7890.47	-535.08	7908.59
62.00	489998.25	6762271.50	6780001.04	7890.32	-537.24	7908.58
62.25	491970.78	6762136.50	6780009.24	7890.16	-539.40	7908.58
62.50	493943.28	6762001.00	6780017.51	7890.00	-541.56	7908.57
62.75	495915.75	6761865.00	6780025.86	7889.84	-543.73	7908.56
63.00	497888.16	6761728.50	6780034.29	7889.69	-545.89	7908.55
63.25	499860.53	6761591.50	6780042.78	7889.53	-548.05	7908.54
63.50	501832.88	6761454.00	6780051.36	7889.37	-550.21	7908.53
63.75	503805.19	6761316.00	6780060.01	7889.21	-552.37	7908.52
64.00	505777.44	6761177.50	6780068.73	7889.04	-554.53	7908.51
64.25	507749.66	6761038.50	6780077.53	7888.88	-556.70	7908.50
64.50	509721.84	6760899.00	6780086.40	7888.72	-558.86	7908.49
64.75	511693.97	6760758.50	6780094.85	7888.56	-561.02	7908.48
65.00	513666.06	6760617.50	6780103.38	7888.39	-563.18	7908.47
65.25	515638.12	6760476.00	6780111.98	7888.23	-565.34	7908.46
65.50	517610.16	6760334.00	6780120.65	7888.07	-567.50	7908.45
65.75	519582.12	6760191.50	6780129.40	7887.90	-569.67	7908.44
66.00	521554.06	6760048.50	6780138.23	7887.73	-571.83	7908.43
66.25	523525.97	6759905.00	6780147.13	7887.57	-573.99	7908.42
66.50	525497.81	6759761.00	6780156.10	7887.40	-576.15	7908.41
66.75	527469.62	6759616.50	6780165.15	7887.23	-578.31	7908.41
67.00	529441.38	6759471.50	6780174.27	7887.06	-580.47	7908.40
67.25	531413.12	6759326.00	6780183.47	7886.89	-582.63	7908.39
67.50	533384.81	6759180.00	6780192.74	7886.72	-584.79	7908.38
67.75	535356.44	6759033.50	6780202.09	7886.55	-586.95	7908.37
68.00	537328.06	6758886.00	6780211.01	7886.38	-589.11	7908.36
68.25	539299.62	6758738.00	6780220.01	7886.21	-591.28	7908.35
68.50	541271.12	6758589.50	6780229.09	7886.04	-593.44	7908.34
68.75	543242.56	6758440.50	6780238.23	7885.87	-595.60	7908.33
69.00	545214.00	6758291.00	6780247.45	7885.69	-597.76	7908.31
69.25	547185.38	6758141.00	6780256.75	7885.52	-599.92	7908.30
69.50	549156.69	6757990.50	6780266.12	7885.34	-602.08	7908.29
69.75	551128.00	6757839.50	6780275.57	7885.17	-604.24	7908.28
70.00	553099.25	6757688.00	6780285.09	7884.99	-606.40	7908.27
70.25	555070.44	6757536.00	6780294.68	7884.81	-608.56	7908.26
70.50	557041.62	6757383.50	6780304.35	7884.64	-610.72	7908.25
70.75	559012.75	6757230.50	6780314.10	7884.46	-612.88	7908.24
71.00	560983.81	6757076.50	6780323.42	7884.28	-615.04	7908.23
71.25	562954.81	6756922.00	6780332.81	7884.10	-617.20	7908.22
71.50	564925.81	6756767.00	6780342.28	7883.92	-619.36	7908.21
71.75	566896.75	6756611.50	6780351.83	7883.74	-621.52	7908.20
72.00	568867.62	6756455.50	6780361.44	7883.56	-623.68	7908.19
72.25	570838.50	6756299.00	6780371.14	7883.38	-625.84	7908.18
72.50	572809.31	6756142.00	6780380.91	7883.19	-628.00	7908.17
72.75	574780.06	6755984.50	6780390.75	7883.01	-630.16	7908.16
73.00	576750.75	6755826.50	6780400.66	7882.83	-632.32	7908.15
73.25	578721.44	6755668.00	6780410.65	7882.64	-634.48	7908.14
73.50	580692.06	6755509.00	6780420.72	7882.46	-636.64	7908.13
73.75	582662.62	6755349.50	6780430.86	7882.27	-638.80	7908.11
74.00	584633.12	6755189.50	6780441.07	7882.09	-640.96	7908.10
74.25	586603.62	6755028.50	6780450.86	7881.90	-643.12	7908.09
74.50	588574.06	6754867.00	6780460.72	7881.71	-645.28	7908.08
74.75	590544.44	6754705.00	6780470.66	7881.52	-647.44	7908.07
75.00	592514.75	6754542.50	6780480.67	7881.33	-649.59	7908.06
75.25	594485.06	6754379.50	6780490.76	7881.15	-651.75	7908.05
75.50	596455.31	6754216.00	6780500.92	7880.96	-653.91	7908.04
75.75	598425.50	6754052.00	6780511.15	7880.76	-656.07	7908.03
76.00	600395.62	6753887.50	6780521.46	7880.57	-658.23	7908.02
76.25	602365.75	6753722.50	6780531.85	7880.38	-660.39	7908.00
76.50	604335.81	6753557.00	6780542.30	7880.19	-662.55	7907.99
76.75	606305.81	6753391.00	6780552.83	7880.00	-664.71	7907.98
77.00	608275.75	6753224.50	6780563.44	7879.80	-666.87	7907.97
77.25	610245.62	6753057.00	6780573.62	7879.61	-669.02	7907.96
77.50	612215.50	6752889.00	6780583.87	7879.41	-671.18	7907.95
77.75	614185.31	6752720.50	6780594.20	7879.22	-673.34	7907.94
78.00	616155.06	6752551.50	6780604.61	7879.02	-675.50	7907.92
78.25	618124.75	6752382.00	6780615.08	7878.82	-677.66	7907.91
78.50	620094.44	6752212.00	6780625.64	7878.63	-679.82	7907.90
78.75	622064.06	6752041.50	6780636.26	7878.43	-681.97	7907.89
79.00	624033.62	6751870.50	6780646.96	7878.23	-684.13	7907.88
79.25	626003.12	6751699.00	6780657.73	7878.03	-686.29	7907.87
79.50	627972.56	6751527.00	6780668.58	7877.83	-688.45	7907.85
79.75	629942.00	6751354.50	6780679.50	7877.63	-690.61	7907.84
80.00	631911.38	6751181.50	6780690.50	7877.43	-692.77	7907.83
80.25	633880.69	6751008.00	6780701.57	7877.23	-694.92	7907.82
80.50	635849.94	6750833.50	6780712.21	7877.02	-697.08	7907.81
80.75	637819.12	6750658.50	6780722.93	7876.82	-699.24	7907.80
81.00	639788.25	6750483.00	6780733.72	7876.62	-701.40	7907.78
81.25	641757.38	6750307.00	6780744.58	7876.41	-703.55	7907.77
81.50	643726.44	6750130.50	6780755.53	7876.21	-705.71	7907.76
81.75	645695.44	6749953.50	6780766.54	7876.00	-707.87	7907.75
82.00	647664.38	6749776.00	6780777.62	7875.79	-710.03	7907.73
82.25	649633.25	6749598.00	6780788.78	7875.59	-712.18	7907.72
82.50	651602.12	6749419.50	6780800.02	7875.38	-714.34	7907.71
82.75	653570.94	6749240.50	6780811.33	7875.17	-716.50	7907.70
83.00	655539.69	6749061.00	6780822.71	7874.96	-718.66	7907.69
83.25	657508.38	6748881.00	6780834.17	7874.75	-720.81	7907.67
83.50	659477.00	6748700.50	6780845.70	7874.54	-722.97	7907.66
83.75	661445.56	6748519.00	6780856.80	7874.33	-725.13	7907.65
84.00	663414.06	6748337.00	6780867.97	7874.12	-727.28	7907.64
84.25	665382.56	6748154.50	6780879.23	7873.91	-729.44	7907.62
84.50	667351.00	6747971.50	6780890.56	7873.70	-731.60	7907.61
84.75	669319.38	6747788.00	6780901.95	7873.48	-733.75	7907.60
85.00	671287.69	6747604.00	6780913.43	7873.27	-735.91	7907.59
85.25	673255.94	6747419.50	6780924.97	7873.05	-738.07	7907.57
85.50	675224.12	6747234.50	6780936.59	7872.84	-740.22	7907.56
85.75	677192.25	6747049.00	6780948.28	7872.62	-742.38	7907.55
86.00	679160.38	6746863.00	6780960.05	7872.41	-744.54	7907.54
86.25	681128.44	6746676.50	6780971.89	7872.19	-746.69	7907.52
86.50	683096.44	6746489.50	6780983.80	7871.97	-748.85	7907.51
86.75	685064.38	6746301.50	6780995.29	7871.75	-751.00	7907.50
87.00	687032.25	6746113.00	6781006.85	7871.53	-753.16	7907.48
87.25	689000.06	6745924.00	6781018.49	7871.31	-755.32	7907.47
87.50	690967.81	6745734.50	6781030.19	7871.09	-757.47	7907.46
87.75	692935.50	6745544.50	6781041.97	7870.87	-759.63	7907.44
88.00	694903.19	6745354.00	6781053.83	7870.65	-761.78	7907.43
88.25	696870.81	6745163.00	6781065.76	7870.43	-763.94	7907.42
88.50	698838.38	6744971.50	6781077.76	7870.21	-766.09	7907.41
88.75	700805.88	6744779.50	6781089.84	7869.98	-768.25	7907.39
89.00	702773.31	6744587.00	6781101.98	7869.76	-770.41	7907.38
89.25	704740.69	6744394.00	6781114.21	7869.54	-772.56	7907.37
89.50	706708.00	6744200.50	6781126.50	7869.31	-774.72	7907.35
89.75	708675.25	6744006.50	6781138.86	7869.08	-776.87	7907.34
90.00	710642.44	6743811.50	6781150.80	7868.86	-779.03	7907.33
90.25	712609.62	6743616.00	6781162.82	7868.63	-781.18	7907.31
90.50	714576.75	6743420.00	6781174.92	7868.40	-783.34	7907.30
90.75	716543.81	6743223.50	6781187.08	7868.17	-785.49	7907.29
91.00	718510.81	6743026.50	6781199.32	7867.95	-787.65	7907.27
91.25	720477.75	6742829.00	6781211.63	7867.72	-789.80	7907.26
91.50	722444.62	6742631.00	6781224.01	7867.49	-791.96	7907.24
91.75	724411.44	6742432.50	6781236.46	7867.25	-794.11	7907.23
92.00	726378.19	6742233.50	6781248.99	7867.02	-796.26	7907.22
92.25	728344.88	6742034.00	6781261.59	7866.79	-798.42	7907.20
92.50	730311.50	6741834.00	6781274.26	7866.56	-800.57	7907.19
92.75	732278.06	6741633.50	6781287.00	7866.32	-802.73	7907.18
93.00	734244.56	6741432.50	6781299.82	7866.09	-804.88	7907.16
93.25	736211.00	6741230.50	6781312.21	7865.86	-807.04	7907.15
93.50	738177.38	6741028.00	6781324.67	7865.62	-809.19	7907.13
93.75	740143.75	6740825.00	6781337.22	7865.38	-811.34	7907.12
94.00	742110.06	6740621.50	6781349.83	7865.15	-813.50	7907.11
94.25	744076.31	6740417.50	6781362.52	7864.91	-815.65	7907.09
94.50	746042.50	6740213.00	6781375.28	7864.67	-817.81	7907.08
94.75	748008.62	6740008.00	6781388.11	7864.44	-819.96	7907.06
95.00	749974.69	6739802.50	6781401.02	7864.20	-822.11	7907.05
95.25	751940.69	6739596.50	6781414.00	7863.96	-824.27	7907.04
95.50	753906.62	6739390.00	6781427.05	7863.72	-826.42	7907.02
95.75	755872.50	6739183.00	6781440.17	7863.48	-828.57	7907.01
96.00	757838.31	6738975.50	6781453.36	7863.23	-830.73	7906.99
96.25	759804.06	6738767.50	6781466.63	7862.99	-832.88	7906.98
96.50	761769.75	6738558.50	6781479.47	7862.75	-835.03	7906.97
96.75	763735.38	6738349.00	6781492.39	7862.51	-837.19	7906.95
