t	x	y	r	vx	vy	v
0.00	0.00	6779000.00	6779000.00	12506.30	0.00	12506.30
0.25	3126.57	6778999.50	6779000.22	12506.30	-2.17	12506.30
0.50	6253.15	6778998.50	6779001.38	12506.29	-4.34	12506.30
0.75	9379.72	6778997.00	6779003.49	12506.29	-6.51	12506.29
1.00	12506.29	6778995.00	6779006.54	12506.29	-8.67	12506.29
1.25	15632.86	6778992.50	6779010.53	12506.29	-10.84	12506.29
1.50	18759.43	6778989.00	6779014.96	12506.28	-13.01	12506.29
1.75	21886.00	6778985.00	6779020.33	12506.28	-15.18	12506.28
2.00	25012.57	6778980.50	6779026.64	12506.27	-17.35	12506.28
2.25	28139.13	6778975.50	6779033.90	12506.26	-19.52	12506.28
2.50	31265.70	6778970.00	6779042.10	12506.25	-21.68	12506.27
2.75	34392.26	6778964.00	6779051.24	12506.24	-23.85	12506.26
3.00	37518.82	6778957.50	6779061.33	12506.23	-26.02	12506.26
3.25	40645.37	6778950.50	6779072.35	12506.22	-28.19	12506.25
3.50	43771.92	6778943.00	6779084.32	12506.21	-30.36	12506.24
3.75	46898.47	6778935.00	6779097.23	12506.19	-32.53	12506.24
4.00	50025.01	6778926.50	6779111.08	12506.18	-34.69	12506.23
4.25	53151.55	6778917.50	6779125.87	12506.16	-36.86	12506.22
4.50	56278.09	6778907.50	6779141.10	12506.15	-39.03	12506.21
4.75	59404.62	6778897.00	6779157.28	12506.13	-41.20	12506.20
5.00	62531.14	6778886.00	6779174.40	12506.11	-43.37	12506.19
5.25	65657.66	6778874.50	6779192.46	12506.09	-45.53	12506.17
5.50	68784.18	6778862.50	6779211.46	12506.07	-47.70	12506.16
5.75	71910.69	6778850.00	6779231.41	12506.05	-49.87	12506.15
6.00	75037.20	6778837.00	6779252.29	12506.02	-52.04	12506.13
6.25	78163.70	6778823.50	6779274.12	12506.00	-54.21	12506.12
6.50	81290.19	6778809.50	6779296.89	12505.97	-56.37	12506.10
6.75	84416.67	6778795.00	6779320.60	12505.95	-58.54	12506.08
7.00	87543.15	6778780.00	6779345.26	12505.92	-60.71	12506.07
7.25	90669.62	6778764.50	6779370.85	12505.89	-62.88	12506.05
7.50	93796.09	6778748.00	6779396.89	12505.86	-65.05	12506.03
7.75	96922.55	6778731.00	6779423.87	12505.83	-67.21	12506.01
8.00	100049.01	6778713.50	6779451.79	12505.80	-69.38	12505.99
8.25	103175.45	6778695.50	6779480.65	12505.77	-71.55	12505.97
8.50	106301.89	6778677.00	6779510.45	12505.74	-73.72	12505.95
8.75	109428.31	6778658.00	6779541.20	12505.70	-75.89	12505.93
9.00	112554.73	6778638.50	6779572.88	12505.67	-78.05	12505.91
9.25	115681.13	6778618.50	6779605.51	12505.63	-80.22	12505.89
9.50	118807.53	6778598.00	6779639.08	12505.59	-82.39	12505.86
9.75	121933.92	6778577.00	6779673.59	12505.55	-84.56	12505.84
10.00	125060.30	6778555.50	6779709.05	12505.52	-86.72	12505.82
10.25	128186.66	6778533.50	6779745.44	12505.48	-88.89	12505.79
10.50	131313.02	6778510.50	6779782.28	12505.43	-91.06	12505.77
10.75	134439.36	6778487.00	6779820.05	12505.39	-93.23	12505.74
11.00	137565.70	6778463.00	6779858.77	12505.35	-95.39	12505.71
11.25	140692.03	6778438.50	6779898.43	12505.31	-97.56	12505.69
11.50	143818.34	6778413.50	6779939.03	12505.26	-99.73	12505.66
11.75	146944.64	6778388.00	6779980.58	12505.21	-101.90	12505.63
12.00	150070.94	6778362.00	6780023.06	12505.17	-104.06	12505.60
12.25	153197.22	6778335.50	6780066.48	12505.12	-106.23	12505.57
12.50	156323.48	6778308.50	6780110.85	12505.07	-108.40	12505.54
12.75	159449.73	6778281.00	6780156.16	12505.02	-110.56	12505.51
13.00	162575.98	6778253.00	6780202.41	12504.97	-112.73	12505.48
13.25	165702.22	6778224.50	6780249.60	12504.92	-114.90	12505.45
13.50	168828.44	6778195.00	6780297.23	12504.87	-117.07	12505.41
13.75	171954.64	6778165.00	6780345.80	12504.81	-119.23	12505.38
14.00	175080.83	6778134.50	6780395.31	12504.76	-121.40	12505.35
14.25	178207.00	6778103.50	6780445.77	12504.70	-123.57	12505.31
14.50	181333.16	6778072.00	6780497.16	12504.65	-125.73	12505.28
14.75	184459.30	6778040.00	6780549.50	12504.59	-127.90	12505.24
15.00	187585.42	6778007.50	6780602.77	12504.53	-130.07	12505.21
15.25	190711.55	6777974.50	6780656.99	12504.47	-132.23	12505.17
15.50	193837.66	6777941.00	6780712.15	12504.41	-134.40	12505.13
15.75	196963.75	6777907.00	6780768.25	12504.35	-136.57	12505.09
16.00	200089.83	6777872.50	6780825.29	12504.29	-138.73	12505.05
16.25	203215.89	6777837.50	6780883.27	12504.22	-140.90	12505.02
16.50	206341.94	6777801.50	6780941.69	12504.16	-143.06	12504.97
16.75	209467.95	6777765.00	6781001.05	12504.09	-145.23	12504.93
17.00	212593.95	6777728.00	6781061.35	12504.02	-147.40	12504.89
17.25	215719.94	6777690.50	6781122.59	12503.95	-149.56	12504.85
17.50	218845.91	6777652.50	6781184.77	12503.88	-151.73	12504.81
17.75	221971.86	6777614.00	6781247.90	12503.81	-153.89	12504.76
18.00	225097.80	6777575.00	6781311.96	12503.74	-156.06	12504.72
18.25	228223.72	6777535.50	6781376.96	12503.67	-158.23	12504.67
18.50	231349.62	6777495.50	6781442.91	12503.60	-160.39	12504.63
18.75	234475.50	6777455.00	6781509.79	12503.52	-162.56	12504.58
19.00	237601.36	6777414.00	6781577.61	12503.45	-164.72	12504.53
19.25	240727.20	6777372.50	6781646.38	12503.37	-166.89	12504.49
19.50	243853.03	6777330.00	6781715.58	12503.29	-169.05	12504.44
19.75	246978.83	6777287.00	6781785.73	12503.22	-171.22	12504.39
20.00	250104.61	6777243.50	6781856.81	12503.14	-173.38	12504.34
20.25	253230.38	6777199.50	6781928.83	12503.06	-175.55	12504.29
20.50	256356.12	6777155.00	6782001.80	12502.98	-177.71	12504.24
20.75	259481.84	6777110.00	6782075.70	12502.89	-179.88	12504.19
21.00	262607.53	6777064.50	6782150.54	12502.81	-182.04	12504.14
21.25	265733.22	6777018.50	6782226.32	12502.73	-184.21	12504.08
21.50	268858.88	6776972.00	6782303.04	12502.64	-186.37	12504.03
21.75	271984.50	6776925.00	6782380.70	12502.56	-188.54	12503.98
22.00	275110.12	6776877.50	6782459.31	12502.47	-190.70	12503.92
22.25	278235.72	6776829.50	6782538.85	12502.38	-192.87	12503.87
22.50	281361.28	6776780.50	6782618.82	12502.29	-195.03	12503.81
22.75	284486.84	6776731.00	6782699.74	12502.20	-197.19	12503.76
23.00	287612.38	6776681.00	6782781.60	12502.11	-199.36	12503.70
23.25	290737.88	6776630.50	6782864.40	12502.02	-201.52	12503.64
23.50	293863.34	6776579.50	6782948.13	12501.93	-203.69	12503.59
23.75	296988.81	6776528.00	6783032.81	12501.83	-205.85	12503.53
24.00	300114.25	6776476.00	6783118.42	12501.74	-208.01	12503.47
24.25	303239.66	6776423.50	6783204.98	12501.64	-210.18	12503.41
24.50	306365.03	6776370.50	6783292.47	12501.55	-212.34	12503.35
24.75	309490.41	6776317.00	6783380.90	12501.45	-214.50	12503.29
25.00	312615.75	6776263.00	6783470.27	12501.35	-216.67	12503.23
25.25	315741.06	6776208.50	6783560.57	12501.25	-218.83	12503.17
25.50	318866.34	6776153.50	6783651.82	12501.15	-220.99	12503.10
25.75	321991.59	6776097.50	6783743.50	12501.05	-223.16	12503.04
26.00	325116.84	6776041.00	6783836.13	12500.95	-225.32	12502.98
26.25	328242.06	6775984.00	6783929.69	12500.84	-227.48	12502.91
26.50	331367.25	6775926.50	6784024.19	12500.74	-229.65	12502.85
26.75	334492.41	6775868.50	6784119.63	12500.63	-231.81	12502.78
27.00	337617.53	6775810.00	6784216.00	12500.53	-233.97	12502.72
27.25	340742.62	6775751.00	6784313.31	12500.42	-236.13	12502.65
27.50	343867.69	6775691.50	6784411.57	12500.31	-238.30	12502.58
27.75	346992.75	6775631.50	6784510.76	12500.20	-240.46	12502.51
28.00	350117.78	6775571.00	6784610.88	12500.09	-242.62	12502.45
28.25	353242.78	6775510.00	6784711.95	12499.98	-244.78	12502.38
28.50	356367.75	6775448.50	6784813.95	12499.87	-246.94	12502.31
28.75	359492.69	6775386.00	6784916.39	12499.75	-249.10	12502.24
29.00	362617.59	6775323.00	6785019.77	12499.64	-251.27	12502.16
29.25	365742.47	6775259.50	6785124.08	12499.52	-253.43	12502.09
29.50	368867.31	6775195.50	6785229.34	12499.41	-255.59	12502.02
29.75	371992.12	6775131.00	6785335.53	12499.29	-257.75	12501.95
30.00	375116.91	6775066.00	6785442.65	12499.17	-259.91	12501.87
30.25	378241.66	6775000.50	6785550.72	12499.05	-262.07	12501.80
30.50	381366.38	6774934.50	6785659.72	12498.93	-264.23	12501.72
30.75	384491.06	6774868.00	6785769.65	12498.81	-266.39	12501.65
31.00	387615.72	6774801.00	6785880.53	12498.69	-268.55	12501.57
31.25	390740.34	6774733.50	6785992.34	12498.56	-270.71	12501.49
31.50	393864.94	6774665.50	6786105.09	12498.44	-272.88	12501.41
31.75	396989.50	6774596.50	6786218.27	12498.31	-275.04	12501.34
32.00	400114.03	6774527.00	6786332.39	12498.18	-277.20	12501.26
32.25	403238.53	6774457.00	6786447.45	12498.06	-279.36	12501.18
32.50	406363.00	6774386.50	6786563.44	12497.93	-281.52	12501.10
32.75	409487.44	6774315.50	6786680.37	12497.80	-283.67	12501.02
33.00	412611.84	6774244.00	6786798.24	12497.67	-285.83	12500.93
33.25	415736.22	6774172.00	6786917.04	12497.53	-287.99	12500.85
33.50	418860.56	6774099.50	6787036.78	12497.40	-290.15	12500.77
33.75	421984.88	6774026.50	6787157.45	12497.27	-292.31	12500.69
34.00	425109.16	6773953.00	6787279.06	12497.13	-294.47	12500.60
34.25	428233.41	6773879.00	6787401.61	12497.00	-296.63	12500.52
34.50	431357.62	6773804.50	6787525.09	12496.86	-298.79	12500.43
34.75	434481.81	6773729.50	6787649.50	12496.72	-300.95	12500.35
35.00	437605.97	6773653.50	6787774.36	12496.58	-303.11	12500.26
35.25	440730.09	6773577.00	6787900.15	12496.44	-305.26	12500.17
35.50	443854.16	6773500.00	6788026.87	12496.30	-307.42	12500.08
35.75	446978.19	6773422.50	6788154.53	12496.16	-309.58	12500.00
36.00	450102.19	6773344.50	6788283.12	12496.02	-311.74	12499.91
36.25	453226.16	6773266.00	6788412.65	12495.88	-313.90	12499.82
36.50	456350.09	6773187.00	6788543.11	12495.73	-316.05	12499.73
36.75	459474.00	6773107.50	6788674.51	12495.59	-318.21	12499.64
37.00	462597.88	6773027.50	6788806.84	12495.44	-320.37	12499.55
37.25	465721.69	6772947.00	6788940.11	12495.29	-322.52	12499.45
37.50	468845.47	6772866.00	6789074.31	12495.14	-324.68	12499.36
37.75	471969.22	6772784.50	6789209.44	12494.99	-326.84	12499.27
38.00	475092.94	6772702.50	6789345.51	12494.84	-328.99	12499.17
38.25	478216.62	6772619.50	6789482.02	12494.69	-331.15	12499.08
38.50	481340.25	6772536.00	6789619.45	12494.54	-333.31	12498.98
38.75	484463.84	6772452.00	6789757.82	12494.39	-335.46	12498.89
39.00	487587.41	6772367.50	6789897.13	12494.23	-337.62	12498.79
39.25	490710.94	6772282.50	6790037.37	12494.08	-339.78	12498.70
39.50	493834.41	6772197.00	6790178.54	12493.92	-341.93	12498.60
39.75	496957.84	6772111.00	6790320.65	12493.76	-344.09	12498.50
40.00	500081.25	6772024.50	6790463.69	12493.61	-346.24	12498.40
40.25	503204.62	6771937.50	6790607.66	12493.45	-348.40	12498.30
40.50	506327.94	6771850.00	6790752.57	12493.29	-350.55	12498.20
40.75	509451.22	6771762.00	6790898.40	12493.12	-352.71	12498.10
41.00	512574.47	6771673.50	6791045.18	12492.96	-354.86	12498.00
41.25	515697.66	6771584.00	6791192.38	12492.80	-357.02	12497.90
41.50	518820.81	6771494.00	6791340.52	12492.64	-359.17	12497.80
41.75	521943.94	6771403.50	6791489.59	12492.47	-361.33	12497.69
42.00	525067.00	6771312.50	6791639.59	12492.30	-363.48	12497.59
42.25	528190.06	6771221.00	6791790.53	12492.14	-365.63	12497.49
42.50	531313.06	6771129.00	6791942.40	12491.97	-367.79	12497.38
42.75	534436.00	6771036.50	6792095.19	12491.80	-369.94	12497.28
43.00	537558.94	6770943.50	6792248.93	12491.63	-372.09	12497.17
43.25	540681.81	6770850.00	6792403.59	12491.46	-374.25	12497.06
43.50	543804.62	6770756.00	6792559.18	12491.29	-376.40	12496.96
43.75	546927.38	6770661.50	6792715.71	12491.12	-378.55	12496.85
44.00	550050.12	6770566.50	6792873.17	12490.94	-380.70	12496.74
44.25	553172.81	6770471.00	6793031.56	12490.77	-382.86	12496.63
44.50	556295.44	6770374.50	6793190.38	12490.59	-385.01	12496.52
44.75	559418.06	6770277.50	6793350.13	12490.41	-387.16	12496.41
45.00	562540.62	6770180.00	6793510.81	12490.24	-389.31	12496.30
45.25	565663.12	6770082.00	6793672.43	12490.06	-391.47	12496.19
45.50	568785.62	6769983.50	6793834.98	12489.88	-393.62	12496.08
45.75	571908.06	6769884.50	6793998.45	12489.70	-395.77	12495.97
46.00	575030.44	6769785.00	6794162.86	12489.52	-397.92	12495.85
46.25	578152.75	6769685.00	6794328.19	12489.33	-400.07	12495.74
46.50	581275.06	6769584.50	6794494.46	12489.15	-402.22	12495.62
46.75	584397.31	6769483.50	6794661.66	12488.96	-404.37	12495.51
47.00	587519.50	6769382.00	6794829.79	12488.78	-406.52	12495.39
47.25	590641.62	6769280.00	6794998.84	12488.59	-408.67	12495.28
47.50	593763.75	6769177.50	6795168.83	12488.41	-410.82	12495.16
47.75	596885.81	6769074.50	6795339.75	12488.22	-412.97	12495.04
48.00	600007.81	6768970.50	6795511.09	12488.03	-415.12	12494.93
48.25	603129.75	6768866.00	6795683.37	12487.84	-417.27	12494.81
48.50	606251.69	6768761.00	6795856.57	12487.65	-419.42	12494.69
48.75	609373.56	6768655.50	6796030.71	12487.45	-421.57	12494.57
49.00	612495.38	6768549.50	6796205.77	12487.26	-423.72	12494.45
49.25	615617.12	6768443.00	6796381.76	12487.07	-425.87	12494.33
49.50	618738.81	6768336.00	6796558.68	12486.87	-428.02	12494.20
49.75	621860.50	6768228.50	6796736.53	12486.67	-430.16	12494.08
50.00	624982.12	6768120.50	6796915.31	12486.48	-432.31	12493.96
50.25	628103.69	6768012.00	6797095.02	12486.28	-434.46	12493.83
50.50	631225.19	6767903.00	6797275.65	12486.08	-436.61	12493.71
50.75	634346.69	6767793.50	6797457.21	12485.88	-438.75	12493.59
51.00	637468.12	6767683.50	6797639.71	12485.68	-440.90	12493.46
51.25	640589.50	6767572.50	6797822.63	12485.48	-443.05	12493.33
51.50	643710.81	6767461.00	6798006.47	12485.27	-445.20	12493.21
51.75	646832.06	6767349.00	6798191.25	12485.07	-447.34	12493.08
52.00	649953.25	6767236.50	6798376.94	12484.86	-449.49	12492.95
52.25	653074.44	6767123.50	6798563.58	12484.66	-451.63	12492.82
52.50	656195.56	6767010.00	6798751.13	12484.45	-453.78	12492.69
52.75	659316.62	6766896.00	6798939.61	12484.24	-455.93	12492.56
53.00	662437.62	6766781.50	6799129.02	12484.03	-458.07	12492.43
53.25	665558.56	6766666.50	6799319.36	12483.82	-460.22	12492.30
53.50	668679.44	6766551.00	6799510.62	12483.61	-462.36	12492.17
53.75	671800.31	6766435.00	6799702.81	12483.40	-464.51	12492.04
54.00	674921.12	6766318.50	6799895.92	12483.19	-466.65	12491.91
54.25	678041.88	6766201.50	6800089.96	12482.97	-468.80	12491.77
54.50	681162.56	6766084.00	6800284.93	12482.76	-470.94	12491.64
54.75	684283.19	6765965.50	6800480.32	12482.54	-473.08	12491.50
55.00	687403.75	6765846.50	6800676.64	12482.33	-475.23	12491.37
55.25	690524.25	6765727.00	6800873.88	12482.11	-477.37	12491.23
55.50	693644.75	6765607.00	6801072.06	12481.89	-479.51	12491.10
55.75	696765.19	6765486.50	6801271.15	12481.67	-481.66	12490.96
56.00	699885.56	6765365.50	6801471.18	12481.45	-483.80	12490.82
56.25	703005.88	6765244.00	6801672.12	12481.23	-485.94	12490.68
56.50	706126.12	6765122.00	6801873.99	12481.00	-488.09	12490.54
56.75	709246.31	6764999.50	6802076.78	12480.78	-490.23	12490.41
57.00	712366.44	6764876.50	6802280.50	12480.56	-492.37	12490.27
57.25	715486.50	6764753.00	6802485.14	12480.33	-494.51	12490.12
57.50	718606.50	6764629.00	6802690.70	12480.10	-496.65	12489.98
57.75	721726.50	6764504.50	6802897.20	12479.88	-498.79	12489.84
58.00	724846.44	6764379.50	6803104.61	12479.65	-500.94	12489.70
58.25	727966.31	6764253.50	6803312.46	12479.42	-503.08	12489.55
58.50	731086.12	6764127.00	6803521.22	12479.19	-505.22	12489.41
58.75	734205.88	6764000.00	6803730.91	12478.96	-507.36	12489.27
59.00	737325.56	6763872.50	6803941.52	12478.72	-509.50	12489.12
59.25	740445.19	6763744.50	6804153.05	12478.49	-511.64	12488.98
59.50	743564.75	6763616.00	6804365.51	12478.26	-513.78	12488.83
59.75	746684.25	6763487.00	6804578.88	12478.02	-515.92	12488.68
60.00	749803.69	6763357.50	6804793.18	12477.79	-518.05	12488.53
60.25	752923.06	6763227.50	6805008.40	12477.55	-520.19	12488.39
60.50	756042.38	6763097.00	6805224.54	12477.31	-522.33	12488.24
60.75	759161.62	6762966.00	6805441.61	12477.07	-524.47	12488.09
61.00	762280.81	6762834.50	6805659.59	12476.83	-526.61	12487.94
61.25	765399.94	6762702.50	6805878.50	12476.59	-528.75	12487.79
61.50	768519.00	6762570.00	6806098.33	12476.35	-530.88	12487.64
61.75	771638.00	6762436.50	6806318.58	12476.10	-533.02	12487.48
62.00	774756.94	6762302.50	6806539.75	12475.86	-535.16	12487.33
62.25	777875.81	6762168.00	6806761.85	12475.61	-537.30	12487.18
62.50	780994.62	6762033.00	6806984.86	12475.37	-539.43	12487.03
62.75	784113.38	6761897.50	6807208.80	12475.12	-541.57	12486.87
63.00	787232.06	6761761.50	6807433.65	12474.87	-543.70	12486.72
63.25	790350.69	6761625.00	6807659.43	12474.62	-545.84	12486.56
63.50	793469.25	6761488.00	6807886.12	12474.37	-547.98	12486.40
63.75	796587.75	6761350.50	6808113.73	12474.12	-550.11	12486.25
64.00	799706.19	6761212.50	6808342.27	12473.87	-552.25	12486.09
64.25	802824.56	6761074.00	6808571.72	12473.62	-554.38	12485.93
64.50	805942.88	6760935.00	6808802.10	12473.36	-556.52	12485.77
64.75	809061.12	6760795.50	6809033.39	12473.11	-558.65	12485.61
65.00	812179.31	6760655.50	6809265.60	12472.85	-560.78	12485.45
65.25	815297.44	6760515.00	6809498.73	12472.60	-562.92	12485.29
65.50	818415.50	6760373.50	6809732.28	12472.34	-565.05	12485.13
65.75	821533.50	6760231.50	6809966.76	12472.08	-567.18	12484.97
66.00	824651.44	6760089.00	6810202.15	12471.82	-569.32	12484.81
66.25	827769.31	6759946.00	6810438.46	12471.56	-571.45	12484.65
66.50	830887.12	6759802.50	6810675.68	12471.30	-573.58	12484.49
66.75	834004.88	6759658.50	6810913.83	12471.04	-575.72	12484.32
67.00	837122.56	6759514.00	6811152.89	12470.78	-577.85	12484.16
67.25	840240.19	6759369.00	6811392.87	12470.52	-579.98	12484.00
67.50	843357.75	6759223.50	6811633.77	12470.25	-582.11	12483.83
67.75	846475.25	6759077.50	6811875.59	12469.99	-584.24	12483.66
68.00	849592.69	6758931.00	6812118.32	12469.72	-586.37	12483.50
68.25	852710.06	6758784.00	6812361.97	12469.45	-588.50	12483.33
68.50	855827.38	6758636.50	6812606.54	12469.18	-590.63	12483.16
68.75	858944.62	6758488.50	6812852.02	12468.91	-592.76	12482.99
69.00	862061.81	6758340.00	6813098.42	12468.64	-594.89	12482.83
69.25	865178.88	6758190.50	6813345.24	12468.37	-597.02	12482.66
69.50	868295.88	6758040.50	6813592.97	12468.10	-599.15	12482.49
69.75	871412.81	6757890.00	6813841.61	12467.83	-601.28	12482.32
70.00	874529.69	6757739.00	6814091.18	12467.55	-603.41	12482.14
70.25	877646.50	6757587.50	6814341.66	12467.28	-605.54	12481.97
70.50	880763.25	6757435.50	6814593.05	12467.00	-607.67	12481.80
70.75	883879.94	6757283.00	6814845.36	12466.72	-609.79	12481.63
71.00	886996.56	6757130.00	6815098.59	12466.44	-611.92	12481.45
71.25	890113.12	6756976.50	6815352.73	12466.16	-614.05	12481.28
71.50	893229.62	6756822.50	6815607.78	12465.88	-616.18	12481.10
71.75	896346.00	6756668.00	6815863.75	12465.60	-618.30	12480.93
72.00	899462.31	6756513.00	6816120.62	12465.32	-620.43	12480.75
72.25	902578.56	6756357.50	6816378.42	12465.04	-622.55	12480.57
72.50	905694.75	6756201.50	6816637.12	12464.75	-624.68	12480.40
72.75	908810.88	6756045.00	6816896.75	12464.47	-626.81	12480.22
73.00	911926.94	6755888.00	6817157.28	12464.18	-628.93	12480.04
73.25	915042.94	6755730.00	6817418.24	12463.89	-631.06	12479.86
73.50	918158.81	6755571.50	6817680.10	12463.61	-633.18	12479.68
73.75	921274.62	6755412.50	6817942.87	12463.32	-635.30	12479.50
74.00	924390.38	6755253.00	6818206.56	12463.03	-637.43	12479.32
74.25	927506.06	6755093.00	6818471.16	12462.74	-639.55	12479.14
74.50	930621.69	6754932.50	6818736.67	12462.44	-641.68	12478.95
74.75	933737.25	6754771.50	6819003.10	12462.15	-643.80	12478.77
75.00	936852.69	6754610.00	6819270.43	12461.86	-645.92	12478.59
75.25	939968.06	6754448.00	6819538.68	12461.56	-648.04	12478.40
75.50	943083.38	6754285.50	6819807.83	12461.27	-650.17	12478.22
75.75	946198.62	6754122.50	6820077.90	12460.97	-652.29	12478.03
76.00	949313.81	6753959.00	6820348.88	12460.68	-654.41	12477.85
76.25	952428.94	6753795.00	6820620.78	12460.38	-656.53	12477.66
76.50	955543.94	6753630.50	6820893.57	12460.08	-658.65	12477.48
76.75	958658.88	6753465.50	6821167.28	12459.78	-660.77	12477.29
77.00	961773.75	6753300.00	6821441.90	12459.48	-662.89	12477.10
77.25	964888.56	6753133.50	6821716.94	12459.18	-665.01	12476.91
77.50	968003.25	6752966.50	6821992.88	12458.88	-667.13	12476.72
77.75	971117.88	6752799.00	6822269.73	12458.57	-669.25	12476.53
78.00	974232.44	6752631.00	6822547.49	12458.27	-671.37	12476.34
78.25	977346.94	6752462.50	6822826.16	12457.96	-673.49	12476.15
78.50	980461.38	6752293.50	6823105.75	12457.65	-675.61	12475.96
78.75	983575.69	6752124.00	6823386.23	12457.35	-677.73	12475.77
79.00	986689.94	6751954.00	6823667.62	12457.04	-679.84	12475.58
79.25	989804.12	6751783.50	6823949.93	12456.73	-681.96	12475.38
79.50	992918.25	6751612.50	6824233.14	12456.42	-684.08	12475.19
79.75	996032.25	6751441.00	6824517.26	12456.11	-686.20	12474.99
80.00	999146.19	6751269.00	6824802.28	12455.79	-688.31	12474.80
80.25	1002260.06	6751096.50	6825088.22	12455.48	-690.43	12474.60
80.50	1005373.88	6750923.50	6825375.06	12455.17	-692.55	12474.40
80.75	1008487.56	6750750.00	6825662.80	12454.85	-694.66	12474.21
81.00	1011601.19	6750576.00	6825951.46	12454.53	-696.78	12474.01
81.25	1014714.75	6750401.50	6826241.02	12454.22	-698.89	12473.81
81.50	1017828.25	6750226.00	6826530.99	12453.90	-701.01	12473.61
81.75	1020941.62	6750050.00	6826821.87	12453.58	-703.12	12473.41
82.00	1024054.94	6749873.50	6827113.65	12453.26	-705.23	12473.21
82.25	1027168.19	6749696.50	6827406.34	12452.94	-707.35	12473.01
82.50	1030281.31	6749519.00	6827699.93	12452.62	-709.46	12472.81
82.75	1033394.38	6749341.00	6827994.43	12452.30	-711.58	12472.61
83.00	1036507.38	6749162.50	6828289.83	12451.97	-713.69	12472.41
83.25	1039620.31	6748983.50	6828586.14	12451.65	-715.80	12472.21
83.50	1042733.12	6748804.00	6828883.35	12451.32	-717.91	12472.00
83.75	1045845.88	6748624.00	6829181.47	12451.00	-720.02	12471.80
84.00	1048958.50	6748443.50	6829480.48	12450.67	-722.14	12471.60
84.25	1052071.12	6748262.50	6829780.41	12450.34	-724.25	12471.39
84.50	1055183.62	6748081.00	6830081.23	12450.01	-726.36	12471.18
84.75	1058296.00	6747899.00	6830382.96	12449.68	-728.47	12470.98
85.00	1061408.38	6747716.50	6830685.60	12449.35	-730.58	12470.77
85.25	1064520.62	6747533.50	6830989.13	12449.02	-732.69	12470.56
85.50	1067632.75	6747350.00	6831293.56	12448.69	-734.80	12470.35
85.75	1070744.88	6747166.00	6831598.91	12448.35	-736.91	12470.15
86.00	1073856.88	6746981.00	6831904.65	12448.02	-739.01	12469.94
86.25	1076968.75	6746795.50	6832211.30	12447.68	-741.12	12469.73
86.50	1080080.62	6746609.50	6832518.85	12447.35	-743.23	12469.52
86.75	1083192.38	6746423.00	6832827.31	12447.01	-745.34	12469.30
87.00	1086304.00	6746236.00	6833136.66	12446.67	-747.45	12469.09
87.25	1089415.62	6746048.50	6833446.92	12446.33	-749.55	12468.88
87.50	1092527.12	6745860.50	6833758.07	12445.99	-751.66	12468.67
87.75	1095638.50	6745672.00	6834070.12	12445.65	-753.77	12468.46
88.00	1098749.88	6745483.00	6834383.09	12445.31	-755.87	12468.24
88.25	1101861.12	6745293.50	6834696.95	12444.97	-757.98	12468.03
88.50	1104972.25	6745103.50	6835011.70	12444.62	-760.08	12467.81
88.75	1108083.38	6744913.00	6835327.36	12444.28	-762.19	12467.60
89.00	1111194.38	6744722.00	6835643.92	12443.93	-764.29	12467.38
89.25	1114305.25	6744530.50	6835961.37	12443.58	-766.40	12467.16
89.50	1117416.00	6744338.50	6836279.71	12443.24	-768.50	12466.95
89.75	1120526.75	6744146.00	6836598.97	12442.89	-770.60	12466.73
90.00	1123637.38	6743953.00	6836919.12	12442.54	-772.71	12466.51
90.25	1126747.88	6743759.50	6837240.16	12442.19	-774.81	12466.29
90.50	1129858.38	6743565.50	6837562.11	12441.84	-776.91	12466.07
90.75	1132968.75	6743370.50	6837884.46	12441.48	-779.01	12465.85
91.00	1136079.00	6743175.00	6838207.70	12441.13	-781.12	12465.63
91.25	1139189.25	6742979.00	6838531.86	12440.78	-783.22	12465.41
91.50	1142299.38	6742782.50	6838856.90	12440.42	-785.32	12465.18
91.75	1145409.38	6742585.50	6839182.84	12440.07	-787.42	12464.96
92.00	1148519.25	6742388.00	6839509.66	12439.71	-789.52	12464.74
92.25	1151629.12	6742190.00	6839837.40	12439.35	-791.62	12464.52
92.50	1154738.88	6741991.50	6840166.03	12438.99	-793.72	12464.29
92.75	1157848.50	6741792.50	6840495.54	12438.63	-795.82	12464.07
93.00	1160958.12	6741593.00	6840825.97	12438.27	-797.92	12463.84
93.25	1164067.62	6741393.00	6841157.29	12437.91	-800.02	12463.62
93.50	1167177.00	6741192.50	6841489.49	12437.55	-802.11	12463.39
93.75	1170286.25	6740991.50	6841822.59	12437.19	-804.21	12463.16
94.00	1173395.50	6740790.00	6842156.59	12436.82	-806.31	12462.93
94.25	1176504.62	6740588.00	6842491.48	12436.46	-808.41	12462.70
94.50	1179613.62	6740385.50	6842827.27	12436.09	-810.50	12462.48
94.75	1182722.50	6740182.50	6843163.94	12435.72	-812.60	12462.25
95.00	1185831.38	6739979.00	6843501.51	12435.36	-814.69	12462.01
95.25	1188940.12	6739775.00	6843839.98	12434.99	-816.79	12461.78
95.50	1192048.75	6739570.50	6844179.33	12434.62	-818.89	12461.55
95.75	1195157.25	6739365.50	6844519.57	12434.25	-820.98	12461.32
96.00	1198265.75	6739159.50	6844860.23	12433.88	-823.07	12461.09
96.25	1201374.12	6738953.00	6845201.77	12433.50	-825.17	12460.86
